player_name,first_name,last_name,college,position,combine_year,height_inches,weight_lbs,hand_size_inches,arm_length_inches,40_yard_dash,bench_press_reps,vertical_leap_inches,broad_jump_inches,3_cone_drill,20_yard_shuttle,hand_size_inches_missed,arm_length_inches_missed,40_yard_dash_missed,bench_press_reps_missed,vertical_leap_inches_missed,broad_jump_inches_missed,3_cone_drill_missed,20_yard_shuttle_missed,round,pick,team,draft_status,draft_value
kyle_calloway,kyle,calloway,iowa,ol,2010,78.5,323,,33.25,5.46,22,23.5,,7.96,4.86,1,0,0,0,0,1,0,0,7,216,buf,1,3
bruce_campbell,bruce,campbell,maryland,ol,2010,78.38,314,10.5,36.25,4.75,34,32,101,7.58,4.69,0,0,0,0,0,0,0,0,4,106,oak,1,3
lee_campbell,lee,campbell,minnesota,lb,2010,74.38,247,9.63,31.5,4.88,17,34,108,7.27,4.4,0,0,0,0,0,0,0,0,13,337,udfa,0,5
sean_canfield,sean,canfield,oregon_state,qb,2010,75.75,223,9.25,32.75,4.93,,29.5,100,7.26,4.39,0,0,0,1,0,0,0,0,7,239,no,1,3
selvish_capers,selvish,capers,west_virginia,ol,2010,76.63,308,,34,5.11,19,30.5,106,7.68,4.68,1,0,0,0,0,0,0,0,7,231,was,1,3
alex_carrington,alex,carrington,arkansas_state,dl,2010,77.25,285,10.5,33.25,4.92,26,,,,,0,0,0,0,1,1,1,1,3,72,buf,1,2
brandon_carter,brandon,carter,texas_tech,ol,2010,77.75,329,,,5.34,22,24.5,,7.82,4.94,1,1,0,0,0,1,0,0,13,337,udfa,0,5
chris_chancellor,chris,chancellor,clemson,lb,2010,69.13,177,9.38,30.5,4.49,14,34,115,6.85,4.07,0,0,0,0,0,0,0,0,13,337,udfa,0,5
kam_chancellor,kam,chancellor,virginia_tech,db,2010,75.25,231,9.5,33,4.62,22,32,116,7.36,4.41,0,0,0,0,0,0,0,0,5,133,sea,1,3
jamar_chaney,jamar,chaney,mississippi_state,lb,2010,72.75,242,,,4.54,26,39,124,6.9,4.29,1,1,0,0,0,0,0,0,7,220,phi,1,3
barry_church,barry,church,toledo,db,2010,73.5,222,,,4.69,19,36,121,6.65,4.17,1,1,0,0,0,0,0,0,13,337,udfa,0,5
daryll_clark,daryll,clark,penn_state,qb,2010,73.88,235,9.5,32.75,4.72,21,,,,,0,0,0,0,1,1,1,1,13,337,udfa,0,5
jimmy_clausen,jimmy,clausen,notre_dame,qb,2010,74.63,222,9,,4.76,,,,,,0,1,0,1,1,1,1,1,2,48,car,1,2
keenan_clayton,keenan,clayton,oklahoma,lb,2010,73.13,229,,,4.59,27,41.5,124,,,1,1,0,0,0,0,1,1,4,121,phi,1,3
terrence_cody,terrence,cody,alabama,dl,2010,76,349,11,34.25,5.71,,20.5,,8.19,5.03,0,0,0,1,0,1,0,0,2,57,bal,1,2
justin_cole,justin,cole,san_jose_state,lb,2010,75.13,242,9.38,31.25,4.76,22,34.5,117,7.13,4.42,0,0,0,0,0,0,0,0,13,337,udfa,0,5
antonio_coleman,antonio,coleman,auburn,lb,2010,73.5,255,10,33,4.87,18,,113,,,0,0,0,0,1,0,1,1,13,337,udfa,0,5
harry_coleman,harry,coleman,louisiana_state,db,2010,73.5,211,,,4.56,13,33,115,7.24,4.42,1,1,0,0,0,0,0,0,13,337,udfa,0,5
kurt_coleman,kurt,coleman,ohio_state,db,2010,70.25,192,,,4.55,19,,,,,1,1,0,0,1,1,1,1,7,244,phi,1,3
john_conner,john,conner,kentucky,fb_te,2010,71.13,246,8.5,32,4.64,24,35,111,7.15,4.32,0,0,0,0,0,0,0,0,5,139,nyj,1,3
kavell_conner,kavell,conner,clemson,lb,2010,72.5,242,9.5,32.75,4.59,24,33.5,110,7.36,4.6,0,0,0,0,0,0,0,0,7,240,ind,1,3
chris_cook,chris,cook,virginia,lb,2010,74,212,9.25,32.5,4.45,7,38,132,6.88,4.23,0,0,0,0,0,0,0,0,2,34,min,1,2
erik_cook,erik,cook,new_mexico,ol,2010,78,318,,,5.55,19,25,,8.24,4.99,1,1,0,0,0,1,0,0,13,337,udfa,0,5
riley_cooper,riley,cooper,florida,wr,2010,75.38,222,10.38,32.63,4.53,,33,114,,,0,0,0,1,0,0,1,1,5,159,phi,1,3
perrish_cox,perrish,cox,oklahoma_state,lb,2010,71.38,195,,,4.58,12,32.5,113,,,1,1,0,0,0,0,1,1,5,137,den,1,3
rennie_curran,rennie,curran,georgia,lb,2010,70.63,235,10.38,31.5,4.75,25,34.5,,,,0,0,0,0,0,1,1,1,3,97,ten,1,2
anthony_davis,anthony,davis,rutgers,ol,2010,77,323,,34,5.36,21,33,,8.17,4.97,1,0,0,0,0,1,0,0,1,11,sf,1,1
dexter_davis,dexter,davis,arizona_state,lb,2010,73.5,244,,,4.62,25,35,109,7.08,4.3,1,1,0,0,0,0,0,0,7,236,sea,1,3
hall_davis,hall,davis,louisiana-lafayette,dl,2010,75.75,271,,,4.84,28,,,,,1,1,0,0,1,1,1,1,5,149,stl,1,3
eric_decker,eric,decker,minnesota,wr,2010,75.13,217,9.13,31,4.54,15,,,,,0,0,0,0,1,1,1,1,3,87,den,1,2
chris_degeare,chris,degeare,wake_forest,ol,2010,75.63,325,9.75,34,5.12,27,32.5,103,7.84,4.9,0,0,0,0,0,0,0,0,5,161,min,1,3
dorin_dickerson,dorin,dickerson,pittsburgh,fb_te,2010,73.38,226,9.75,34,4.4,24,43.5,125,6.96,4.3,0,0,0,0,0,0,0,0,7,227,hou,1,3
ed_dickson,ed,dickson,oregon,fb_te,2010,76.25,249,9.75,33,4.59,23,34,115,7.32,4.59,0,0,0,0,0,0,0,0,3,70,bal,1,2
phillip_dillard,phillip,dillard,nebraska,lb,2010,72.25,245,,,4.65,,31.5,106,7.16,4.43,1,1,0,1,0,0,0,0,4,115,nyg,1,3
andre_dixon,andre,dixon,connecticut,rb,2010,72.75,205,10.13,32.25,4.56,,40,117,6.99,4.19,0,0,0,1,0,0,0,0,13,337,udfa,0,5
anthony_dixon,anthony,dixon,mississippi_state,rb,2010,72.75,233,,,4.67,15,33,121,7.09,4.49,1,1,0,0,0,0,0,0,6,173,sf,1,3
jim_dray,jim,dray,stanford,fb_te,2010,76.75,246,,33,4.82,17,,,,,1,0,0,0,1,1,1,1,7,233,ari,1,3
vladimir_ducasse,vladimir,ducasse,massachusetts,ol,2010,76.38,332,,,5.21,29,26,91,8.25,4.97,1,1,0,0,0,0,0,0,13,337,udfa,0,5
carlos_dunlap,carlos,dunlap,florida,dl,2010,78,278,10,34.63,4.68,21,31.5,111,7.21,4.61,0,0,0,0,0,0,0,0,2,54,cin,1,2
jonathan_dwyer,jonathan,dwyer,georgia_tech,rb,2010,71.25,229,8.63,31,4.64,15,33,107,7.56,4.67,0,0,0,0,0,0,0,0,6,188,pit,1,3
marcus_easley,marcus,easley,connecticut,wr,2010,74.75,210,8.5,32.75,4.39,16,34,123,6.94,4.6,0,0,0,0,0,0,0,0,4,107,buf,1,3
aj_edds,aj,edds,iowa,lb,2010,75.63,246,,,4.62,16,33,117,7.19,4.28,1,1,0,0,0,0,0,0,4,119,mia,1,3
brody_eldridge,brody,eldridge,oklahoma,fb_te,2010,76.75,261,9.63,32.5,4.72,,31.5,,,,0,0,0,1,0,1,1,1,5,162,ind,1,3
dedrick_epps,dedrick,epps,miami_fl,fb_te,2010,76,246,9.88,33.13,4.72,19,,,,,0,0,0,0,1,1,1,1,7,235,sd,1,3
jacoby_ford,jacoby,ford,clemson,wr,2010,68.88,186,,,4.22,15,33.5,115,7,4.44,1,1,0,0,0,0,0,0,4,108,oak,1,3
jason_fox,jason,fox,miami_fl,ol,2010,79,305,9.5,34.5,5.42,23,,,,,0,0,0,0,1,1,1,1,4,128,det,1,3
dominique_franks,dominique,franks,oklahoma,lb,2010,71,194,,,4.46,10,33.5,117,7.32,4.33,1,1,0,0,0,0,0,0,5,135,atl,1,3
junior_galette,junior,galette,stillman_al,lb,2010,73.75,257,9,33,4.77,25,33.5,113,7.04,4.16,0,0,0,0,0,0,0,0,13,337,udfa,0,5
clifton_geathers,clifton,geathers,south_carolina,dl,2010,79.5,299,11.13,37.75,4.98,26,36,112,7.69,,0,0,0,0,0,0,0,1,6,186,cle,1,3
riar_geer,riar,geer,colorado,fb_te,2010,74.88,256,10.13,33,5,13,33,106,7.13,4.29,0,0,0,0,0,0,0,0,13,337,udfa,0,5
toby_gerhart,toby,gerhart,stanford,rb,2010,72,231,,,4.5,22,38,118,6.94,4.25,1,1,0,0,0,0,0,0,2,51,min,1,2
david_gettis,david,gettis,baylor,wr,2010,75,217,,,4.43,15,34.5,124,6.94,4.41,1,1,0,0,0,0,0,0,6,198,car,1,3
brandon_ghee,brandon,ghee,wake_forest,lb,2010,71.63,192,10.5,32.5,4.37,15,37,127,6.75,4.07,0,0,0,0,0,0,0,0,3,96,cin,1,2
thaddeus_gibson,thaddeus,gibson,ohio_state,lb,2010,74,243,,,4.78,32,32,115,6.84,4.27,1,1,0,0,0,0,0,0,4,116,pit,1,3
mardy_gilyard,mardy,gilyard,cincinnati,wr,2010,71.88,187,9.13,32.25,4.61,,39,116,6.92,4.4,0,0,0,1,0,0,0,0,4,99,stl,1,3
travis_goethel,travis,goethel,arizona_state,lb,2010,74.5,240,,,4.81,21,35,111,6.93,4.54,1,1,0,0,0,0,0,0,6,190,oak,1,3
brandon_graham,brandon,graham,michigan,lb,2010,73.38,268,,,4.71,31,,,,,1,1,0,0,1,1,1,1,1,13,phi,1,1
garrett_graham,garrett,graham,wisconsin,fb_te,2010,75.13,243,9.5,32,4.71,20,34.5,112,7.09,4.35,0,0,0,0,0,0,0,0,4,118,hou,1,3
jimmy_graham,jimmy,graham,miami_fl,fb_te,2010,78.25,260,10.63,35,4.53,,38.5,120,6.9,4.45,0,0,0,1,0,0,0,0,3,95,no,1,2
kurtis_gregory,kurtis,gregory,missouri,ol,2010,76.5,305,10.25,33,5.31,26,25.5,,7.62,4.93,0,0,0,0,0,1,0,0,13,337,udfa,0,5
jermaine_gresham,jermaine,gresham,oklahoma,fb_te,2010,77.25,261,9.63,34.75,4.66,20,35,113,7.07,4.53,0,0,0,0,0,0,0,0,1,21,cin,1,1
everson_griffen,everson,griffen,southern_california,dl,2010,75.38,273,10,32.63,4.65,32,,,,,0,0,0,0,1,1,1,1,4,100,min,1,3
cody_grimm,cody,grimm,virginia_tech,db,2010,70.88,203,9.63,30.5,4.55,11,35.5,117,6.58,,0,0,0,0,0,0,0,1,7,210,tb,1,3
rob_gronkowski,rob,gronkowski,arizona,fb_te,2010,78,258,10.75,34.25,4.68,23,,,,,0,0,0,0,1,1,1,1,2,42,ne,1,2
joe_haden,joe,haden,florida,lb,2010,70.75,193,,,4.52,18,35,125,6.94,4.34,1,1,0,0,0,0,0,0,1,7,cle,1,1
max_hall,max,hall,brigham_young,qb,2010,72.63,209,9,30,4.84,,32,102,7.07,4.35,0,0,0,1,0,0,0,0,13,337,udfa,0,5
clay_harbor,clay,harbor,missouri_state,fb_te,2010,74.63,252,,32.63,4.62,30,40,120,,4.37,1,0,0,0,0,0,1,0,4,125,phi,1,3
montario_hardesty,montario,hardesty,tennessee,rb,2010,71.75,225,,,4.49,21,41,124,6.87,4.14,1,1,0,0,0,0,0,0,2,59,cle,1,2
greg_hardy,greg,hardy,mississippi,dl,2010,76,281,,,4.82,21,35,117,7.25,4.65,1,1,0,0,0,0,0,0,6,175,car,1,3
chris_hawkins,chris,hawkins,louisiana_state,lb,2010,72.13,187,9.88,32,4.43,16,35,118,6.91,4.46,0,0,0,0,0,0,0,0,13,337,udfa,0,5
joe_hawley,joe,hawley,nevada_las_vegas,ol,2010,75.25,297,10.63,33.13,5.21,35,26,105,7.5,4.73,0,0,0,0,0,0,0,0,4,117,atl,1,3
tim_hiller,tim,hiller,western_michigan,qb,2010,76,229,9.13,,4.97,18,32.5,118,7.1,4.54,0,1,0,0,0,0,0,0,13,337,udfa,0,5
shay_hodge,shay,hodge,mississippi,wr,2010,73.25,209,,,4.62,11,33.5,117,6.9,4.32,1,1,0,0,0,0,0,0,13,337,udfa,0,5
trindon_holliday,trindon,holliday,louisiana_state,wr,2010,65.25,166,,,4.21,10,42,116,6.54,4.48,1,1,0,0,0,0,0,0,6,197,hou,1,3
michael_hoomanawanui,michael,hoomanawanui,illinois,fb_te,2010,75.63,264,10.13,33,4.77,25,,,,,0,0,0,0,1,1,1,1,5,132,stl,1,3
lamarr_houston,lamarr,houston,texas,dl,2010,74.75,305,10,33,4.84,30,33.5,114,7.61,4.71,0,0,0,0,0,0,0,0,2,44,oak,1,2
jerry_hughes,jerry,hughes,texas_christian,lb,2010,73.75,255,,,4.65,26,34.5,118,6.99,4.15,1,1,0,0,0,0,0,0,1,31,ind,1,1
josh_hull,josh,hull,penn_state,lb,2010,74.75,237,9,32.75,4.93,25,32.5,115,6.86,4.07,0,0,0,0,0,0,0,0,7,254,stl,1,3
carl_ihenacho,carl,ihenacho,san_jose_state,lb,2010,75,245,,,4.86,20,,,,,1,1,0,0,1,1,1,1,13,337,udfa,0,5
mike_iupati,mike,iupati,idaho,ol,2010,77.13,331,,,5.24,27,27.5,92,7.85,4.93,1,1,0,0,0,0,0,0,1,17,sf,1,1
brian_jackson,brian,jackson,oklahoma,lb,2010,72.63,202,9.75,34,4.65,20,35.5,120,6.76,4.22,0,0,0,0,0,0,0,0,13,337,udfa,0,5
kareem_jackson,kareem,jackson,alabama,lb,2010,70.5,196,,,4.4,13,37.5,118,6.92,4.14,1,1,0,0,0,0,0,0,1,20,hou,1,1
rashawn_jackson,rashawn,jackson,virginia,fb_te,2010,73,239,9.88,33,4.75,,34.5,117,,,0,0,0,1,0,0,1,1,13,337,udfa,0,5
brandon_james,brandon,james,florida,rb,2010,67,186,8.75,29.75,4.47,14,,,,,0,0,0,0,1,1,1,1,13,337,udfa,0,5
javarris_james,javarris,james,miami_fl,rb,2010,73,215,,,4.58,21,36,115,,,1,1,0,0,0,0,1,1,13,337,udfa,0,5
aj_jefferson,aj,jefferson,frenso_state_ca,lb,2010,72.13,193,9.25,32.5,4.42,7,44,126,6.72,4,0,0,0,0,0,0,0,0,13,337,udfa,0,5
john_jerry,john,jerry,mississippi,ol,2010,77.38,328,9.75,34,5.15,,27.5,101,7.93,4.69,0,0,0,1,0,0,0,0,3,73,mia,1,2
micah_johnson,micah,johnson,kentucky,lb,2010,73.5,258,9.25,32,4.99,31,29,,,,0,0,0,0,0,1,1,1,13,337,udfa,0,5
mike_johnson,mike,johnson,alabama,ol,2010,77.25,312,,,5.37,,25,,8.15,5.01,1,1,0,1,0,1,0,0,3,98,atl,1,2
stafon_johnson,stafon,johnson,southern_california,rb,2010,70.88,214,8.75,30.38,4.62,13,35.5,118,,,0,0,0,0,0,0,1,1,13,337,udfa,0,5
kyle_jolly,kyle,jolly,north_carolina,ol,2010,78,311,10.25,33.5,5.36,20,21.5,,7.89,4.87,0,0,0,0,0,1,0,0,13,337,udfa,0,5
chad_jones,chad,jones,louisiana_state,db,2010,74.13,221,9,32.5,4.59,9,36,115,6.83,4.14,0,0,0,0,0,0,0,0,3,76,nyg,1,2
donald_jones,donald,jones,youngstown_state_oh,wr,2010,72.38,214,,,4.46,20,41,119,6.9,4.2,1,1,0,0,0,0,0,0,13,337,udfa,0,5
reshad_jones,reshad,jones,georgia,db,2010,73.25,214,,,4.51,24,39.5,118,7.43,4.54,1,1,0,0,0,0,0,0,5,163,mia,1,3
linval_joseph,linval,joseph,east_carolina_nc,dl,2010,76.5,328,,,5.09,39,30,100,8.12,4.71,1,1,0,0,0,0,0,0,2,46,nyg,1,2
kevin_jurovich,kevin,jurovich,san_jose_state,wr,2010,70.63,182,,,4.49,14,,,,,1,1,0,0,1,1,1,1,13,337,udfa,0,5
mike_kafka,mike,kafka,northwestern,qb,2010,75.13,225,9.25,,4.93,,32,110,6.96,4.37,0,1,0,1,0,0,0,0,4,122,phi,1,3
sergio_kindle,sergio,kindle,texas,lb,2010,74.88,250,10,33.25,4.65,25,36.5,118,7.26,4.53,0,0,0,0,0,0,0,0,2,43,bal,1,2
jammie_kirlew,jammie,kirlew,indiana,dl,2010,73.25,260,,,5.05,26,33,111,7.5,4.74,1,1,0,0,0,0,0,0,7,232,den,1,3
keaton_kristick,keaton,kristick,oregon_state,lb,2010,74.75,234,9.5,31,4.7,16,34,120,6.96,4.21,0,0,0,0,0,0,0,0,13,337,udfa,0,5
brandon_lafell,brandon,lafell,louisiana_state,wr,2010,74.5,211,,,4.58,,36,115,6.81,4.23,1,1,0,1,0,0,0,0,3,78,car,1,2
austen_lane,austen,lane,murray_state_ky,dl,2010,77.75,276,,,4.84,,34.5,125,7.38,4.6,1,1,0,1,0,0,0,0,5,153,jax,1,3
brandon_lang,brandon,lang,troy_al,dl,2010,75.75,266,8.75,32,5,20,28.5,104,,4.68,0,0,0,0,0,0,1,0,13,337,udfa,0,5
ted_larsen,ted,larsen,north_carolina_state,ol,2010,74.63,304,,,5.19,26,24,96,7.81,4.66,1,1,0,0,0,0,0,0,6,205,ne,1,3
shawn_lauvao,shawn,lauvao,arizona_state,ol,2010,74.88,315,9.5,33,5.22,33,26.5,101,7.56,4.51,0,0,0,0,0,0,0,0,3,92,cle,1,2
simoni_lawrence,simoni,lawrence,minnesota,lb,2010,72.38,232,9.63,33,4.59,21,40,123,7.3,4.43,0,0,0,0,0,0,0,0,13,337,udfa,0,5
boris_lee,boris,lee,troy_al,lb,2010,72.5,238,9.75,32,4.94,27,32.5,112,,,0,0,0,0,0,0,1,1,13,337,udfa,0,5
sean_lee,sean,lee,penn_state,lb,2010,74.13,236,8.75,32,4.71,24,37.5,120,,,0,0,0,0,0,0,1,1,2,55,dal,1,2
dan_lefevour,dan,lefevour,central_michigan,qb,2010,75.25,230,9.25,32.5,4.6,,29.5,110,6.93,4.22,0,0,0,1,0,0,0,0,6,181,chi,1,3
kendrick_lewis,kendrick,lewis,mississippi,db,2010,71.63,198,,,4.73,16,31.5,116,6.88,4.33,1,1,0,0,0,0,0,0,5,136,kc,1,3
myron_lewis,myron,lewis,vanderbilt,db,2010,73.63,203,,,4.42,10,37,126,,,1,1,0,0,0,0,1,1,3,67,tb,1,2
thaddeus_lewis,thaddeus,lewis,duke,qb,2010,72.5,215,9.63,32.63,4.84,,28,107,,,0,0,0,1,0,0,1,1,13,337,udfa,0,5
trevard_lindley,trevard,lindley,kentucky,lb,2010,71.25,183,,,4.51,9,38.5,116,6.81,4.27,1,1,0,0,0,0,0,0,4,105,phi,1,3
scott_long,scott,long,louisville,wr,2010,74.13,216,,,4.46,20,41.5,123,6.45,4.09,1,1,0,0,0,0,0,0,13,337,udfa,0,5
darius_marshall,darius,marshall,marshall_wv,rb,2010,69.25,190,9,30.75,4.59,14,35.5,109,,4.39,0,0,0,0,0,0,1,0,13,337,udfa,0,5
ryan_mathews,ryan,mathews,frenso_state_ca,rb,2010,71.63,218,,,4.37,19,36,121,7,4.33,1,1,0,0,0,0,0,0,1,12,sd,1,1
sam_maxwell,sam,maxwell,kentucky,lb,2010,73.63,246,,,4.88,,33,108,7.37,4.52,1,1,0,1,0,0,0,0,13,337,udfa,0,5
taylor_mays,taylor,mays,southern_california,db,2010,75.13,230,,,4.31,24,41,125,,,1,1,0,0,0,0,1,1,2,49,sf,1,2
kyle_mccarthy,kyle,mccarthy,notre_dame,db,2010,72,205,8.88,29.5,4.58,24,34,117,6.74,4.13,0,0,0,0,0,0,0,0,13,337,udfa,0,5
rolando_mcclain,rolando,mcclain,alabama,lb,2010,76,249,9.38,33,4.68,24,,,,,0,0,0,0,1,1,1,1,1,8,oak,1,1
albert_mcclellan,albert,mcclellan,marshall_wv,lb,2010,73,247,,,4.75,26,36.5,119,7.24,4.21,1,1,0,0,0,0,0,0,13,337,udfa,0,5
dexter_mccluster,dexter,mccluster,mississippi,wr,2010,68.75,172,8.38,29.25,4.53,20,37.5,118,,4.06,0,0,0,0,0,0,1,0,2,36,kc,1,2
devin_mccourty,devin,mccourty,rutgers,lb,2010,70.75,193,,,4.38,16,36,126,6.7,4.07,1,1,0,0,0,0,0,0,1,27,ne,1,1
anthony_mccoy,anthony,mccoy,southern_california,fb_te,2010,76.5,259,,34,4.71,19,35.5,113,6.99,4.57,1,0,0,0,0,0,0,0,6,185,sea,1,3
colt_mccoy,colt,mccoy,texas,qb,2010,73.13,216,9.38,,4.79,,,114,,,0,1,0,1,1,0,1,1,3,85,cle,1,2
gerald_mccoy,gerald,mccoy,oklahoma,dl,2010,76.13,295,,,5.04,23,30.5,114,7.32,4.48,1,1,0,0,0,0,0,0,1,3,tb,1,1
chris_mcgaha,chris,mcgaha,arizona_state,wr,2010,72.88,201,,,4.52,19,40,122,,4.21,1,1,0,0,0,0,1,0,13,337,udfa,0,5
joe_mcknight,joe,mcknight,southern_california,rb,2010,71.38,198,,,4.4,18,36.5,120,,,1,1,0,0,0,0,1,1,4,112,nyj,1,3
mike_mclaughlin,mike,mclaughlin,boston_college,lb,2010,72.25,242,,,4.84,29,38.5,114,6.85,4.11,1,1,0,0,0,0,0,0,13,337,udfa,0,5
shawnbrey_mcneal,shawnbrey,mcneal,southern_methodist_tx,rb,2010,69.13,194,9.38,30.5,4.53,14,36,117,,,0,0,0,0,0,0,1,1,13,337,udfa,0,5
kerry_meier,kerry,meier,kansas,wr,2010,74.13,224,,,4.62,13,35,115,,4.23,1,1,0,0,0,0,1,0,5,165,atl,1,3
greg_middleton,greg,middleton,indiana,dl,2010,75,268,10.13,33,4.96,,38,116,7.65,4.69,0,0,0,1,0,0,0,0,13,337,udfa,0,5
lonyae_miller,lonyae,miller,frenso_state_ca,rb,2010,71.5,221,8.88,30.75,4.43,26,36.5,120,7.2,4.54,0,0,0,0,0,0,0,0,13,337,udfa,0,5
koa_misi,koa,misi,utah,lb,2010,74.63,251,,,4.75,,38,127,7.07,4.27,1,1,0,1,0,0,0,0,2,40,mia,1,2
carlton_mitchell,carlton,mitchell,south_florida,wr,2010,74.88,215,10.63,33.5,4.46,16,36,122,6.96,4.55,0,0,0,0,0,0,0,0,6,177,cle,1,3
earl_mitchell,earl,mitchell,arizona,dl,2010,73.75,296,,,4.75,25,28.5,107,7.68,4.55,1,1,0,0,0,0,0,0,3,81,hou,1,2
arthur_moats,arthur,moats,james_madison_va,lb,2010,72.25,246,8.63,33.75,4.64,24,36.5,122,7.22,4.37,0,0,0,0,0,0,0,0,6,178,buf,1,3
tony_moeaki,tony,moeaki,iowa,fb_te,2010,75,245,10.13,33.25,4.69,18,34,113,7.1,4.42,0,0,0,0,0,0,0,0,3,93,kc,1,2
joshua_moore,joshua,moore,kansas_state,lb,2010,70.88,188,,,4.5,2,36.5,122,6.74,4.07,1,1,0,0,0,0,0,0,5,141,chi,1,3
derrick_morgan,derrick,morgan,georgia_tech,dl,2010,75,266,,,4.77,,34,112,7.12,4.43,1,1,0,1,0,0,0,0,1,16,ten,1,1
roddrick_muckelroy,roddrick,muckelroy,texas,lb,2010,73.75,246,,,4.68,19,31,110,7.25,4.39,1,1,0,0,0,0,0,0,4,131,cin,1,3
jerome_murphy,jerome,murphy,south_florida,lb,2010,72.25,196,,,4.5,16,38,127,6.87,4.05,1,1,0,0,0,0,0,0,3,65,stl,1,2
mike_neal,mike,neal,purdue,dl,2010,75,294,10.25,33.5,4.87,31,33,113,7.53,4.53,0,0,0,0,0,0,0,0,2,56,gb,1,2
marshall_newhouse,marshall,newhouse,texas_christian,ol,2010,75.75,319,10.25,34,4.99,25,25,97,7.4,4.6,0,0,0,0,0,0,0,0,5,169,gb,1,3
eric_norwood,eric,norwood,south_carolina,lb,2010,73,242,,,4.71,,36.5,115,7.08,4.23,1,1,0,1,0,0,0,0,4,124,car,1,3
jared_odrick,jared,odrick,penn_state,dl,2010,77,304,,,5.03,26,29,106,7.22,4.59,1,1,0,0,0,0,0,0,1,28,mia,1,1
vince_oghobaase,vince,oghobaase,duke,dl,2010,77,302,10,35.38,5.46,27,26,,7.84,,0,0,0,0,0,1,0,1,13,337,udfa,0,5
russell_okung,russell,okung,oklahoma_state,ol,2010,77.25,307,10.5,36,5.18,38,,,,,0,0,0,0,1,1,1,1,1,6,sea,1,1
eric_olsen,eric,olsen,notre_dame,ol,2010,75.88,306,,,5.25,35,29.5,93,7.5,4.82,1,1,0,0,0,0,0,0,6,183,den,1,3
jeff_owens,jeff,owens,georgia,dl,2010,73,304,,,4.97,44,30,101,,4.68,1,1,0,0,0,0,1,0,7,243,phi,1,3
akwasi_owusu-ansah,akwasi,owusu-ansah,indiana_pa,lb,2010,72.25,207,,,4.32,,35.5,120,6.84,4.32,1,1,0,1,0,0,0,0,4,126,dal,1,3
alex_parsons,alex,parsons,southern_california,ol,2010,76,309,10,31.75,5.12,23,27,99,,,0,0,0,0,0,0,1,1,13,337,udfa,0,5
pat_paschall,pat,paschall,north_dakota_state,rb,2010,71.63,209,9.25,32.63,4.65,15,38.5,118,7.02,4.33,0,0,0,0,0,0,0,0,13,337,udfa,0,5
colin_peek,colin,peek,alabama,fb_te,2010,77,252,9.63,34,4.92,19,,,,,0,0,0,0,1,1,1,1,13,337,udfa,0,5
cole_pemberton,cole,pemberton,colorado_state,ol,2010,79.25,315,10.13,34.25,5.37,18,22.5,,7.65,4.77,0,0,0,0,0,1,0,0,13,337,udfa,0,5
david_pender,david,pender,purdue,lb,2010,72,180,9,32,4.37,8,39,124,,,0,0,0,0,0,0,1,1,13,337,udfa,0,5
jared_perry,jared,perry,missouri,wr,2010,72.75,178,9,32,4.51,11,33.5,121,6.75,4.39,0,0,0,0,0,0,0,0,13,337,udfa,0,5
corey_peters,corey,peters,kentucky,dl,2010,75.25,300,9,34,4.98,,33,98,7.56,4.76,0,0,0,1,0,0,0,0,3,83,atl,1,2
mitch_petrus,mitch,petrus,arkansas,ol,2010,75,310,9.5,33.75,5.34,45,,,,,0,0,0,0,1,1,1,1,5,147,nyg,1,3
jason_pierre-paul,jason,pierre-paul,south_florida,dl,2010,76.75,270,,,4.71,19,30.5,115,7.18,4.67,1,1,0,0,0,0,0,0,1,15,nyg,1,1
tony_pike,tony,pike,cincinnati,qb,2010,77.75,223,10,,4.9,,28.5,108,7.06,4.53,0,1,0,1,0,0,0,0,6,204,car,1,3
dennis_pitta,dennis,pitta,brigham_young,fb_te,2010,76.5,245,10,32.25,4.68,27,34,113,6.72,4.17,0,0,0,0,0,0,0,0,4,114,bal,1,3
nick_polk,nick,polk,indiana,db,2010,71,211,9.38,33,4.55,14,38,121,,,0,0,0,0,0,0,1,1,13,337,udfa,0,5
maurkice_pouncey,maurkice,pouncey,florida,ol,2010,76.5,304,,,5.25,,,95,7.74,4.92,1,1,0,1,1,0,0,0,1,18,pit,1,1
brian_price,brian,price,ucla,dl,2010,73.13,303,,,5.12,34,28.5,96,,,1,1,0,0,0,0,1,1,2,35,tb,1,2
taylor_price,taylor,price,ohio,wr,2010,72.38,204,,,4.4,16,37,114,6.82,4.34,1,1,0,0,0,0,0,0,3,90,ne,1,2
andrew_quarless,andrew,quarless,penn_state,fb_te,2010,77,254,10.25,34,4.68,23,32,112,,,0,0,0,0,0,0,1,1,5,154,gb,1,3
david_reed,david,reed,utah,wr,2010,72.13,191,,,4.56,15,37,114,6.95,4.38,1,1,0,0,0,0,0,0,5,156,bal,1,3
dace_richardson,dace,richardson,iowa,ol,2010,77.25,320,9.75,33.5,5.76,19,23.5,,8.58,5.38,0,0,0,0,0,1,0,0,13,337,udfa,0,5
perry_riley,perry,riley,louisiana_state,lb,2010,73,239,,,4.69,,35.5,119,6.97,4.25,1,1,0,1,0,0,0,0,4,103,was,1,3
andre_roberts,andre,roberts,citadel_sc,wr,2010,70.88,195,,,4.4,15,36,120,6.77,4.15,1,1,0,0,0,0,0,0,3,88,ari,1,2
