,combine_year,player_name,first_name,last_name,college,position,height_inches,weight_lbs,hand_size_inches,arm_length_inches,40_yard_dash,bench_press_reps,vertical_leap_inches,broad_jump_inches,3_cone_drill,20_yard_shuttle,60_yard_shuttle,hand_size_inches_missed,arm_length_inches_missed,40_yard_dash_missed,bench_press_reps_missed,vertical_leap_inches_missed,broad_jump_inches_missed,3_cone_drill_missed,20_yard_shuttle_missed,60_yard_shuttle_missed
534,2016,rees odhiambo,rees,odhiambo,boise_state,g,75.88,314,9.63,33.25,,23.0,,,,,,0,0,1,0,1,1,1,1,1
535,2016,emmanuel ogbah,emmanuel,ogbah,oklahoma_state,dl,76.25,273,10.0,35.5,4.63,20.0,35.5,121.0,7.26,4.5,,0,0,0,0,0,0,0,0,1
536,2016,romeo okwara,romeo,okwara,notre_dame,dl,76.63,265,10.13,34.13,4.9,23.0,33.0,120.0,7.38,4.53,,0,0,0,0,0,0,0,0,1
537,2016,drew ott,drew,ott,iowa,dl,76.5,273,9.63,32.25,,,,,,,,0,0,1,1,1,1,1,1,1
538,2016,montese overton,montese,overton,east_carolina_nc,lb,73.75,223,9.5,32.75,4.61,18.0,34.0,123.0,7.15,4.47,,0,0,0,0,0,0,0,0,1
539,2016,gionni paul,gionni,paul,utah,lb,70.13,231,8.13,31.0,5.05,22.0,31.0,113.0,,,,0,0,0,0,0,0,1,1,1
540,2016,jordan payton,jordan,payton,ucla,wr,73.13,207,10.13,32.5,4.47,,34.5,121.0,7.08,4.33,,0,0,0,1,0,0,0,0,1
541,2016,charone peake,charone,peake,clemson,wr,74.38,209,9.25,34.0,4.45,12.0,35.5,122.0,6.96,4.46,11.69,0,0,0,0,0,0,0,0,0
542,2016,paul perkins,paul,perkins,ucla,rb,70.38,208,9.0,31.63,4.54,19.0,32.0,124.0,,,,0,0,0,0,0,0,1,1,1
543,2016,joshua perry,joshua,perry,ohio_state,lb,75.75,254,10.25,33.88,4.68,20.0,33.5,124.0,,,,0,0,0,0,0,0,1,1,1
544,2016,kevin peterson,kevin,peterson,oklahoma_state,lb,70.38,181,8.63,31.5,4.58,14.0,35.5,121.0,6.94,4.31,,0,0,0,0,0,0,0,0,1
545,2016,dj pettway,dj,pettway,alabama,dl,74.13,265,9.5,32.25,4.99,17.0,28.0,108.0,7.74,4.69,,0,0,0,0,0,0,0,0,1
546,2016,tyvis powell,tyvis,powell,ohio_state,db,74.75,211,9.5,32.75,4.46,15.0,34.5,120.0,7.03,4.25,11.63,0,0,0,0,0,0,0,0,0
547,2016,dak prescott,dak,prescott,mississippi_state,qb,74.25,226,10.88,32.25,4.79,,32.5,116.0,7.11,4.32,,0,0,0,1,0,0,0,0,1
548,2016,cj prosise,cj,prosise,notre_dame,rb,72.5,220,8.5,32.13,4.48,,35.5,121.0,,,,0,0,0,1,0,0,1,1,1
549,2016,jimmy pruitt,jimmy,pruitt,san_jose_state,lb,71.63,198,9.38,30.38,4.73,19.0,32.0,117.0,,,,0,0,0,0,0,0,1,1,1
550,2016,reggie ragland,reggie,ragland,alabama,lb,73.25,247,9.88,32.0,4.72,,31.5,116.0,,4.28,,0,0,0,1,0,0,1,0,1
551,2016,jalen ramsey,jalen,ramsey,florida_state,db,73.25,209,9.5,33.38,4.41,14.0,41.5,135.0,6.94,4.18,11.1,0,0,0,0,0,0,0,0,0
552,2016,sheldon rankins,sheldon,rankins,louisville,dl,73.13,299,9.38,33.38,5.03,28.0,34.5,118.0,7.44,4.59,,0,0,0,0,0,0,0,0,1
553,2016,dj reader,dj,reader,clemson,dl,74.63,327,9.5,33.63,5.33,30.0,29.5,99.0,7.9,4.71,,0,0,0,0,0,0,0,0,1
554,2016,alex redmond,alex,redmond,ucla,g,76.75,294,10.5,33.25,5.3,30.0,28.0,111.0,7.75,4.9,,0,0,0,0,0,0,0,0,1
555,2016,will redmond,will,redmond,mississippi_state,lb,70.75,182,9.13,30.38,,,,,,,,0,0,1,1,1,1,1,1,1
556,2016,jarran reed,jarran,reed,alabama,dl,74.88,307,10.5,33.38,5.21,,31.0,104.0,7.77,4.75,,0,0,0,1,0,0,0,0,1
557,2016,hassan ridgeway,hassan,ridgeway,texas,dl,75.38,303,9.38,33.0,5.02,24.0,32.0,113.0,8.28,4.82,,0,0,0,0,0,0,0,0,1
558,2016,dominique robertson,dominique,robertson,west_georgia,ol,76.63,324,10.38,36.0,5.36,30.0,28.5,100.0,8.42,4.83,,0,0,0,0,0,0,0,0,1
559,2016,ashawn robinson,ashawn,robinson,alabama,dl,75.63,307,10.5,34.5,5.2,22.0,26.0,106.0,7.8,4.74,,0,0,0,0,0,0,0,0,1
560,2016,demarcus robinson,demarcus,robinson,florida,wr,73.38,203,9.5,33.0,4.59,,34.5,123.0,6.77,4.19,,0,0,0,1,0,0,0,0,1
561,2016,rashard robinson,rashard,robinson,louisiana_state,lb,73.5,171,9.0,32.25,4.49,,35.5,121.0,,,,0,0,0,1,0,0,1,1,1
562,2016,alonzo russell,alonzo,russell,toledo,wr,75.63,206,9.5,33.88,4.54,12.0,29.5,112.0,7.18,4.33,11.88,0,0,0,0,0,0,0,0,0
563,2016,keivarae russell,keivarae,russell,notre_dame,lb,71.13,192,10.0,31.63,,17.0,,,,,,0,0,1,0,1,1,1,1,1
564,2016,zack sanchez,zack,sanchez,oklahoma,lb,70.88,185,9.38,31.38,,19.0,35.5,116.0,,,,0,0,1,0,0,0,1,1,1
565,2016,beau sandland,beau,sandland,montana_state,fb_te,76.5,253,10.13,34.25,4.74,23.0,35.0,124.0,7.1,4.33,11.75,0,0,0,0,0,0,0,0,0
566,2016,joe schobert,joe,schobert,wisconsin,lb,73.38,244,9.75,31.5,4.76,22.0,33.5,111.0,7.11,4.3,11.59,0,0,0,0,0,0,0,0,0
567,2016,rashawn scott,rashawn,scott,miami_fl,wr,72.88,199,9.38,31.38,,17.0,32.5,116.0,,,,0,0,1,0,0,0,1,1,1
568,2016,isaac seumalo,isaac,seumalo,oregon_state,g,75.88,303,9.88,33.0,5.19,,26.0,105.0,7.4,4.52,,0,0,0,1,0,0,0,0,1
569,2016,kevon seymour,kevon,seymour,southern_california,lb,71.5,186,9.0,30.75,4.39,12.0,35.0,124.0,,4.18,,0,0,0,0,0,0,1,0,1
570,2016,hunter sharp,hunter,sharp,utah_state,wr,71.5,198,9.38,31.63,4.58,12.0,32.5,116.0,7.12,4.19,11.4,0,0,0,0,0,0,0,0,0
571,2016,tajae sharpe,tajae,sharpe,massachusetts,wr,74.0,194,8.38,32.25,4.55,11.0,33.5,114.0,,,,0,0,0,0,0,0,1,1,1
572,2016,brandon shell,brandon,shell,south_carolina,ol,77.38,324,10.75,34.75,5.22,22.0,30.5,112.0,,,,0,0,0,0,0,0,1,1,1
573,2016,sterling shepard,sterling,shepard,oklahoma,wr,70.25,194,9.75,30.38,4.48,20.0,41.0,123.0,7.0,4.35,,0,0,0,0,0,0,0,0,1
574,2016,elijah shumate,elijah,shumate,notre_dame,db,71.0,216,9.75,31.13,4.58,18.0,33.0,119.0,,4.51,,0,0,0,0,0,0,1,0,1
575,2016,devaunte sigler,devaunte,sigler,jacksonville_state_al,dl,75.5,298,9.88,33.75,5.15,23.0,25.0,,7.9,4.97,,0,0,0,0,0,1,0,0,1
576,2016,justin simmons,justin,simmons,boston_college,db,74.38,202,9.63,32.63,4.61,16.0,40.0,126.0,6.58,3.85,10.84,0,0,0,0,0,0,0,0,0
577,2016,leshaun sims,leshaun,sims,southern_utah,lb,72.5,203,8.13,31.63,4.53,11.0,37.0,120.0,7.08,4.19,11.18,0,0,0,0,0,0,0,0,0
578,2016,matt skura,matt,skura,duke,ol,75.38,305,,,5.39,27.0,24.0,103.0,7.89,4.76,,1,1,0,0,0,0,0,0,1
579,2016,pearce slater,pearce,slater,san_diego_state,ol,78.75,329,,,5.42,17.0,23.0,92.0,8.36,5.12,,1,1,0,0,0,0,0,0,1
580,2016,wendell smallwood,wendell,smallwood,west_virginia,rb,70.5,208,9.25,30.5,4.47,14.0,33.5,120.0,6.83,4.28,11.14,0,0,0,0,0,0,0,0,0
581,2016,jaylon smith,jaylon,smith,notre_dame,lb,74.0,223,9.5,33.0,,,,,,,,0,0,1,1,1,1,1,1,1
582,2016,ryan smith,ryan,smith,north_carolina_central,lb,71.0,189,8.88,30.5,4.47,18.0,36.0,122.0,6.88,4.09,11.18,0,0,0,0,0,0,0,0,0
583,2016,terrance smith,terrance,smith,florida_state,lb,74.88,235,9.88,32.75,4.77,19.0,34.5,120.0,,,,0,0,0,0,0,0,1,1,1
584,2016,noah spence,noah,spence,eastern_kentucky,dl,74.5,251,10.75,33.0,4.8,25.0,35.0,121.0,7.21,4.35,,0,0,0,0,0,0,0,0,1
585,2016,jason spriggs,jason,spriggs,indiana,ol,77.63,301,10.13,34.13,4.94,31.0,31.5,115.0,7.7,4.44,,0,0,0,0,0,0,0,0,1
586,2016,nelson spruce,nelson,spruce,colorado,wr,73.13,206,10.0,30.0,4.69,12.0,35.0,114.0,7.09,4.2,11.9,0,0,0,0,0,0,0,0,0
587,2016,aj stamps,aj,stamps,kentucky,db,70.88,193,9.63,31.38,4.79,15.0,33.0,115.0,7.17,4.25,11.56,0,0,0,0,0,0,0,0,0
588,2016,ronnie stanley,ronnie,stanley,notre_dame,ol,77.75,312,10.63,35.63,5.2,,28.5,,8.03,4.9,,0,0,0,1,0,1,0,0,1
589,2016,joel stave,joel,stave,wisconsin,qb,77.25,236,10.75,33.25,4.8,,33.5,115.0,7.29,4.33,,0,0,0,1,0,0,0,0,1
590,2016,eric striker,eric,striker,oklahoma,lb,71.0,227,10.13,31.25,4.8,23.0,30.0,116.0,7.3,4.46,,0,0,0,0,0,0,0,0,1
591,2016,nate sudfeld,nate,sudfeld,indiana,qb,78.13,234,9.88,34.25,,,29.0,105.0,,,,0,0,1,1,0,0,1,1,1
592,2016,charles tapper,charles,tapper,oklahoma,dl,74.63,271,11.5,34.38,4.59,23.0,34.0,119.0,,,,0,0,0,0,0,0,1,1,1
593,2016,kelvin taylor,kelvin,taylor,florida,rb,70.25,207,8.25,29.25,4.6,15.0,32.0,113.0,,,,0,0,0,0,0,0,1,1,1
594,2016,john theus,john,theus,georgia,ol,78.5,313,10.13,34.5,5.22,,28.0,103.0,7.9,4.78,,0,0,0,1,0,0,0,0,1
595,2016,lawrence thomas,lawrence,thomas,michigan_state,dl,75.5,286,10.13,33.25,4.98,,35.0,113.0,,,,0,0,0,1,0,0,1,1,1
596,2016,michael thomas,michael,thomas,ohio_state,wr,74.75,212,10.5,32.13,4.57,18.0,35.0,126.0,6.8,4.13,11.7,0,0,0,0,0,0,0,0,0
597,2016,darian thompson,darian,thompson,boise_state,db,73.0,208,9.13,30.38,4.69,12.0,32.5,118.0,7.26,4.33,,0,0,0,0,0,0,0,0,1
598,2016,ron thompson,ron,thompson,syracuse,dl,75.0,253,9.38,32.25,4.92,18.0,,,7.46,4.5,,0,0,0,0,1,1,0,0,1
599,2016,shadrach thornton,shadrach,thornton,north_carolina_state,rb,71.63,217,,,4.75,12.0,31.0,116.0,6.85,4.21,,1,1,0,0,0,0,0,0,1
600,2016,joe thuney,joe,thuney,north_carolina_state,g,76.63,304,9.63,32.25,4.95,28.0,28.5,110.0,7.47,4.54,,0,0,0,0,0,0,0,0,1
601,2016,cole toner,cole,toner,harvard,ol,77.25,306,9.75,33.13,5.32,22.0,26.0,103.0,7.88,4.59,,0,0,0,0,0,0,0,0,1
602,2016,laquon treadwell,laquon,treadwell,mississippi,wr,74.0,221,9.5,33.38,,12.0,33.0,117.0,,,,0,0,1,0,0,0,1,1,1
603,2016,sebastian tretola,sebastian,tretola,arkansas,g,76.13,314,10.38,31.5,5.45,22.0,23.5,90.0,7.94,5.02,,0,0,0,0,0,0,0,0,1
604,2016,max tuerk,max,tuerk,southern_california,ol,77.0,298,10.75,32.5,,22.0,,,,,,0,0,1,0,1,1,1,1,1
605,2016,laremy tunsil,laremy,tunsil,mississippi,ol,77.0,310,10.0,34.25,,,,,,,,0,0,1,1,1,1,1,1,1
606,2016,landon turner,landon,turner,north_carolina,g,75.88,330,10.38,32.88,5.58,30.0,19.0,88.0,,,,0,0,0,0,0,0,1,1,1
607,2016,soma vainuku,soma,vainuku,southern_california,rb,71.5,246,9.5,32.75,4.68,26.0,32.0,108.0,,,,0,0,0,0,0,0,1,1,1
608,2016,halapoulivaati vaitai,halapoulivaati,vaitai,texas_christian,ol,78.0,320,10.63,34.25,5.26,23.0,29.0,113.0,8.26,5.0,,0,0,0,0,0,0,0,0,1
609,2016,vincent valentine,vincent,valentine,nebraska,dl,75.63,329,9.63,33.13,5.19,17.0,29.0,110.0,8.03,4.59,,0,0,0,0,0,0,0,0,1
610,2016,nick vannett,nick,vannett,ohio_state,fb_te,78.0,257,10.0,34.25,,17.0,30.5,111.0,7.05,4.2,11.5,0,0,1,0,0,0,0,0,0
611,2016,nick vigil,nick,vigil,utah_state,lb,74.38,239,10.25,32.38,4.72,,31.5,115.0,6.73,4.0,,0,0,0,1,0,0,0,0,1
612,2016,dan vitale,dan,vitale,northwestern,rb,72.0,239,9.75,31.75,4.6,30.0,38.5,123.0,7.12,4.12,11.36,0,0,0,0,0,0,0,0,0
613,2016,cleveland wallace,cleveland,wallace,san_jose_state,lb,70.75,188,9.5,31.75,4.68,,35.5,123.0,,,,0,0,0,1,0,0,1,1,1
614,2016,jihad ward,jihad,ward,illinois,dl,77.13,297,9.38,33.88,5.11,20.0,25.0,111.0,7.38,4.63,,0,0,0,0,0,0,0,0,1
615,2016,adolphus washington,adolphus,washington,ohio_state,dl,75.38,301,9.88,34.5,5.17,21.0,27.0,99.0,8.06,4.79,,0,0,0,0,0,0,0,0,1
616,2016,deandre washington,deandre,washington,texas_tech,rb,68.25,204,9.0,30.0,4.49,24.0,34.5,116.0,7.03,4.2,11.63,0,0,0,0,0,0,0,0,0
617,2016,stephen weatherly,stephen,weatherly,vanderbilt,lb,76.38,267,10.25,34.5,4.61,23.0,31.0,117.0,,,,0,0,0,0,0,0,1,1,1
618,2016,carson wentz,carson,wentz,north_dakota_state,qb,77.25,237,10.0,33.25,4.77,,30.5,118.0,6.86,4.15,,0,0,0,1,0,0,0,0,1
619,2016,christian westerman,christian,westerman,arizona_state,g,75.13,298,11.88,33.5,5.12,34.0,,98.0,7.69,4.71,,0,0,0,0,1,0,0,0,1
620,2016,dj white,dj,white,georgia_tech,lb,70.88,193,9.25,31.5,4.49,17.0,33.0,132.0,7.18,4.33,,0,0,0,0,0,0,0,0,1
621,2016,cody whitehair,cody,whitehair,kansas_state,g,75.0,301,10.13,32.38,5.02,16.0,25.5,110.0,7.32,4.58,,0,0,0,0,0,0,0,0,1
622,2016,brandon wilds,brandon,wilds,south_carolina,rb,72.75,220,,,4.54,21.0,36.5,118.0,7.08,4.33,,1,1,0,0,0,0,0,0,1
623,2016,brandon williams,brandon,williams,texas_a&m,db,71.38,197,8.63,32.5,4.37,18.0,30.5,118.0,6.85,4.19,11.27,0,0,0,0,0,0,0,0,0
624,2016,bryce williams,bryce,williams,east_carolina_nc,fb_te,77.0,257,9.63,33.63,4.94,19.0,29.5,111.0,7.19,4.53,12.03,0,0,0,0,0,0,0,0,0
625,2016,duke williams,duke,williams,auburn,wr,74.25,229,,,4.72,14.0,30.0,121.0,7.43,4.47,,1,1,0,0,0,0,0,0,1
626,2016,jonathan williams,jonathan,williams,arkansas,rb,70.0,220,10.0,31.63,,16.0,,,,,,0,0,1,0,1,1,1,1,1
627,2016,derunnya wilson,derunnya,wilson,mississippi_state,wr,76.0,224,9.25,33.88,4.85,,28.0,113.0,,,,0,0,0,1,0,0,1,1,1
628,2016,josh woodrum,josh,woodrum,liberty_va,qb,74.0,231,9.25,31.88,4.8,,31.0,116.0,6.74,4.31,,0,0,0,1,0,0,0,0,1
629,2016,antwaun woods,antwaun,woods,southern_california,dl,72.13,318,9.63,31.0,,,,,,,,0,0,1,1,1,1,1,1,1
630,2016,daryl worley,daryl,worley,west_virginia,lb,72.75,204,10.25,33.38,4.64,14.0,35.5,123.0,6.98,4.15,10.87,0,0,0,0,0,0,0,0,0
631,2016,scooby wright,scooby,wright,arizona,lb,71.0,239,9.75,30.5,4.9,22.0,31.0,113.0,,4.47,,0,0,0,0,0,0,1,0,1
632,2016,connor wujciak,connor,wujciak,boston_college,dl,74.0,291,10.0,33.25,4.91,22.0,34.5,117.0,7.32,4.27,,0,0,0,0,0,0,0,0,1
633,2016,avery young,avery,young,auburn,ol,76.0,328,10.5,33.75,5.39,,,,8.22,4.91,,0,0,0,1,1,1,0,0,1
634,2016,tavon young,tavon,young,temple,lb,69.0,183,9.13,30.63,4.46,9.0,34.5,118.0,6.8,3.93,11.26,0,0,0,0,0,0,0,0,0
635,2016,anthony zettel,anthony,zettel,penn_state,dl,75.0,277,9.5,31.13,4.81,28.0,30.5,109.0,7.63,4.39,,0,0,0,0,0,0,0,0,1
636,2014,jared abbrederis,jared,abbrederis,wisconsin,wr,73.0,195,9.63,31.38,4.5,4.0,30.5,116.0,6.8,4.08,11.39,0,0,0,0,0,0,0,0,0
637,2014,davante adams,davante,adams,frenso_state_ca,wr,72.88,212,9.0,32.63,4.56,14.0,39.5,123.0,6.82,4.3,,0,0,0,0,0,0,0,0,1
638,2014,maurice alexander,maurice,alexander,utah_state,db,73.25,220,,,4.54,,38.0,123.0,7.05,4.51,,1,1,0,1,0,0,0,0,1
639,2014,ricardo allen,ricardo,allen,purdue,lb,69.13,187,9.25,30.0,4.61,13.0,35.5,116.0,,4.15,,0,0,0,0,0,0,1,0,1
640,2014,jace amaro,jace,amaro,texas_tech,fb_te,77.38,265,9.0,34.0,4.74,28.0,33.0,116.0,7.42,4.3,12.26,0,0,0,0,0,0,0,0,0
641,2014,antonio andrews,antonio,andrews,western_kentucky,rb,70.13,225,9.5,31.25,4.82,20.0,29.5,104.0,7.24,4.49,,0,0,0,0,0,0,0,0,1
642,2014,dri archer,dri,archer,kent_state_oh,wr,67.75,173,8.88,31.0,4.26,20.0,38.0,122.0,6.86,4.06,,0,0,0,0,0,0,0,0,1
643,2014,george atkinson,george,atkinson,notre_dame,rb,73.38,218,9.38,33.25,4.48,19.0,38.0,128.0,7.07,4.46,11.5,0,0,0,0,0,0,0,0,0
644,2014,jeremiah attaochu,jeremiah,attaochu,georgia_tech,lb,75.25,252,9.88,33.0,,,,,,,,0,0,1,1,1,1,1,1,1
645,2014,dion bailey,dion,bailey,southern_california,db,71.75,201,9.5,32.0,4.66,,34.0,112.0,6.97,4.15,11.88,0,0,0,1,0,0,0,0,0
646,2014,anthony barr,anthony,barr,ucla,lb,76.88,255,9.38,33.5,4.66,15.0,34.5,117.0,6.82,4.19,,0,0,0,0,0,0,0,0,1
647,2014,lamin barrow,lamin,barrow,louisiana_state,lb,73.38,237,10.38,33.38,4.64,22.0,35.0,123.0,7.24,4.35,,0,0,0,0,0,0,0,0,1
648,2014,odell beckham,odell,beckham,louisiana_state,wr,71.25,198,10.0,32.75,4.43,7.0,38.5,122.0,6.69,3.94,10.93,0,0,0,0,0,0,0,0,0
649,2014,deion belue,deion,belue,alabama,lb,70.75,182,8.13,31.5,4.48,11.0,,,,,,0,0,0,0,1,1,1,1,1
650,2014,kelvin benjamin,kelvin,benjamin,florida_state,wr,77.0,240,10.25,34.88,4.61,13.0,32.5,117.0,7.33,4.39,12.08,0,0,0,0,0,0,0,0,0
651,2014,bene benwikere,bene,benwikere,san_jose_state,lb,70.75,195,,,4.63,10.0,40.5,122.0,6.94,4.38,,1,1,0,0,0,0,0,0,1
652,2014,nat berhe,nat,berhe,san_diego_state,db,70.5,193,8.5,30.63,4.71,15.0,35.5,116.0,7.08,4.22,,0,0,0,0,0,0,0,0,1
653,2014,kapri bibbs,kapri,bibbs,colorado_state,rb,69.38,212,8.5,31.38,4.67,24.0,29.0,104.0,,,,0,0,0,0,0,0,1,1,1
654,2014,joel bitonio,joel,bitonio,nevada,ol,76.25,302,9.63,33.88,4.97,22.0,32.0,113.0,7.37,4.44,,0,0,0,0,0,0,0,0,1
655,2014,alfred blue,alfred,blue,louisiana_state,rb,74.38,223,9.88,32.38,4.63,13.0,32.0,121.0,7.15,4.5,,0,0,0,0,0,0,0,0,1
656,2014,russell bodine,russell,bodine,north_carolina,ol,75.13,310,10.0,32.5,5.18,42.0,29.0,109.0,8.26,4.66,,0,0,0,0,0,0,0,0,1
657,2014,conor boffeli,conor,boffeli,iowa,ol,76.13,298,9.38,32.0,5.3,21.0,25.0,101.0,7.44,4.61,,0,0,0,0,0,0,0,0,1
658,2014,chris borland,chris,borland,wisconsin,lb,71.5,248,9.88,29.25,4.83,27.0,31.0,113.0,7.18,4.27,,0,0,0,0,0,0,0,0,1
659,2014,blake bortles,blake,bortles,central_florida,qb,77.0,232,9.38,32.88,4.93,,32.5,114.0,7.08,4.21,,0,0,0,1,0,0,0,0,1
660,2014,tre boston,tre,boston,north_carolina,db,71.63,204,9.75,31.38,4.59,18.0,35.0,115.0,7.04,4.31,,0,0,0,0,0,0,0,0,1
661,2014,chris boyd,chris,boyd,vanderbilt,wr,76.0,206,9.63,32.63,4.73,12.0,,,,,,0,0,0,0,1,1,1,1,1
662,2014,tajh boyd,tajh,boyd,clemson,qb,72.63,222,,,4.84,,30.5,104.0,7.33,4.23,,1,1,0,1,0,0,0,0,1
663,2014,carl bradford,carl,bradford,arizona_state,lb,72.75,250,9.5,30.25,4.76,23.0,37.5,122.0,7.25,4.3,,0,0,0,0,0,0,0,0,1
664,2014,bashaud breeland,bashaud,breeland,clemson,lb,71.38,197,9.0,31.75,4.62,11.0,34.5,123.0,7.04,4.33,11.65,0,0,0,0,0,0,0,0,0
665,2014,teddy bridgewater,teddy,bridgewater,louisville,qb,74.13,214,9.25,33.0,,,30.0,112.0,7.17,4.2,,0,0,1,1,0,0,0,0,1
666,2014,justin britt,justin,britt,missouri,ol,77.88,325,10.25,33.5,5.19,23.0,23.0,99.0,8.14,4.69,,0,0,0,0,0,0,0,0,1
667,2014,jay bromley,jay,bromley,syracuse,dl,75.13,306,9.25,33.5,5.06,26.0,33.5,104.0,7.92,4.78,,0,0,0,0,0,0,0,0,1
668,2014,terrence brooks,terrence,brooks,florida_state,db,70.88,198,9.0,31.0,4.42,10.0,38.0,118.0,7.35,,,0,0,0,0,0,0,0,1,1
669,2014,corey brown,corey,brown,ohio_state,wr,71.38,178,9.38,31.75,4.51,,33.0,115.0,7.16,4.22,11.94,0,0,0,1,0,0,0,0,0
670,2014,john brown,john,brown,pittsburg_state_ks,wr,70.0,179,8.5,30.5,4.34,,36.5,117.0,6.91,4.12,11.4,0,0,0,1,0,0,0,0,0
671,2014,jonathan brown,jonathan,brown,illinois,lb,72.38,238,9.38,33.0,5.03,16.0,31.0,108.0,7.77,4.56,,0,0,0,0,0,0,0,0,1
672,2014,preston brown,preston,brown,louisville,lb,73.25,251,10.25,33.5,4.86,23.0,33.0,115.0,6.98,4.26,,0,0,0,0,0,0,0,0,1
673,2014,martavis bryant,martavis,bryant,clemson,wr,75.75,211,9.5,32.63,4.42,16.0,39.0,123.0,7.18,4.15,,0,0,0,0,0,0,0,0,1
674,2014,deone bucannon,deone,bucannon,washington_state,db,73.0,211,9.75,32.38,4.49,19.0,36.5,124.0,6.96,4.26,,0,0,0,0,0,0,0,0,1
675,2014,max bullough,max,bullough,michigan_state,lb,75.5,249,9.38,31.0,4.78,30.0,31.0,111.0,7.22,4.3,,0,0,0,0,0,0,0,0,1
676,2014,isaiah burse,isaiah,burse,frenso_state_ca,wr,70.38,188,8.38,30.25,4.58,16.0,31.0,114.0,6.74,3.94,11.53,0,0,0,0,0,0,0,0,0
677,2014,trey burton,trey,burton,florida,wr,74.13,224,9.38,31.0,4.62,,30.0,111.0,7.14,4.32,,0,0,0,1,0,0,0,0,1
678,2014,michael campanaro,michael,campanaro,wake_forest,wr,69.38,192,,,4.46,20.0,39.0,122.0,6.77,4.01,,1,1,0,0,0,0,0,0,1
679,2014,kadeem carey,kadeem,carey,arizona,rb,69.38,207,9.5,31.75,4.7,19.0,32.5,114.0,7.08,4.38,,0,0,0,0,0,0,0,0,1
680,2014,derek carr,derek,carr,frenso_state_ca,qb,74.38,214,9.13,31.5,4.69,,34.5,110.0,,4.2,,0,0,0,1,0,0,1,0,1
681,2014,ryan carrethers,ryan,carrethers,arkansas_state,dl,73.25,337,9.38,31.75,5.47,32.0,26.0,87.0,7.89,4.6,,0,0,0,0,0,0,0,0,1
682,2014,travis carrie,travis,carrie,ohio,lb,71.63,206,9.75,31.88,4.49,17.0,,,,,,0,0,0,0,1,1,1,1,1
683,2014,will clarke,will,clarke,west_virginia,dl,78.13,271,9.88,34.63,4.77,22.0,32.0,111.0,7.26,4.57,,0,0,0,0,0,0,0,0,1
684,2014,hasean clinton-dix,hasean,clinton-dix,alabama,db,73.38,208,,,4.58,11.0,33.0,117.0,7.16,4.16,,1,1,0,0,0,0,0,0,1
685,2014,jadeveon clowney,jadeveon,clowney,south_carolina,dl,77.25,266,10.0,34.5,4.53,21.0,37.5,123.0,7.27,4.43,,0,0,0,0,0,0,0,0,1
686,2014,ross cockrell,ross,cockrell,duke,lb,72.0,191,9.0,29.88,4.56,10.0,36.5,122.0,7.28,4.32,11.78,0,0,0,0,0,0,0,0,0
687,2014,brandon coleman,brandon,coleman,rutgers,wr,78.0,225,9.25,34.0,4.56,21.0,32.5,,7.33,4.51,,0,0,0,0,0,1,0,0,1
688,2014,deandre coleman,deandre,coleman,california,dl,76.75,314,10.25,34.38,5.12,24.0,,,,,,0,0,0,0,1,1,1,1,1
689,2014,brandin cooks,brandin,cooks,oregon_state,wr,69.75,189,9.63,30.75,4.33,16.0,36.0,120.0,6.76,3.81,10.72,0,0,0,0,0,0,0,0,0
690,2014,damian copeland,damian,copeland,louisville,wr,71.0,184,9.0,31.38,4.5,12.0,40.0,120.0,6.53,3.9,10.84,0,0,0,0,0,0,0,0,0
691,2014,jc copeland,jc,copeland,louisiana_state,fb_te,71.13,271,10.0,32.0,4.95,23.0,28.5,111.0,7.68,4.58,,0,0,0,0,0,0,0,0,1
692,2014,tim cornett,tim,cornett,nevada_las_vegas,rb,72.25,209,9.25,31.0,4.48,,34.5,124.0,7.01,4.26,11.72,0,0,0,1,0,0,0,0,0
693,2014,scott crichton,scott,crichton,oregon_state,dl,74.88,273,10.13,32.75,4.84,24.0,31.5,108.0,7.19,4.29,,0,0,0,0,0,0,0,0,1
694,2014,isaiah crowell,isaiah,crowell,alabama_state,rb,71.0,224,9.25,31.38,4.57,23.0,38.0,116.0,,,,0,0,0,0,0,0,1,1,1
695,2014,chris davis,chris,davis,auburn,lb,69.88,202,9.25,31.0,4.54,15.0,,,,,,0,0,0,0,1,1,1,1,1
696,2014,mike davis,mike,davis,texas,wr,72.0,197,9.38,30.25,4.52,10.0,34.0,116.0,7.0,4.18,11.65,0,0,0,0,0,0,0,0,0
697,2014,anthony denham,anthony,denham,utah,wr,76.5,235,10.5,33.38,4.77,,32.5,,,,,0,0,0,1,0,1,1,1,1
698,2014,darqueze dennard,darqueze,dennard,michigan_state,lb,70.88,199,9.0,30.25,4.52,15.0,,,,,,0,0,0,0,1,1,1,1,1
699,2014,pierre desir,pierre,desir,lindenwood_mo,lb,73.0,198,9.63,33.0,4.59,11.0,35.0,133.0,6.86,4.3,11.6,0,0,0,0,0,0,0,0,0
700,2014,ahmad dixon,ahmad,dixon,baylor,db,72.0,212,9.88,32.25,4.64,14.0,32.0,111.0,7.55,4.5,12.01,0,0,0,0,0,0,0,0,0
701,2014,brandon dixon,brandon,dixon,northwest_missouri_state,lb,71.5,203,9.0,32.5,4.41,17.0,32.5,116.0,7.15,4.27,,0,0,0,0,0,0,0,0,1
