,combine_year,player_name,first_name,last_name,college,position,height_inches,weight_lbs,hand_size_inches,arm_length_inches,40_yard_dash,bench_press_reps,vertical_leap_inches,broad_jump_inches,3_cone_drill,20_yard_shuttle,60_yard_shuttle,hand_size_inches_missed,arm_length_inches_missed,40_yard_dash_missed,bench_press_reps_missed,vertical_leap_inches_missed,broad_jump_inches_missed,3_cone_drill_missed,20_yard_shuttle_missed,60_yard_shuttle_missed
4982,1999,phil glover,phil,glover,utah,lb,71.6,239,8.38,30.88,4.7,26.0,36.5,116.0,7.67,4.36,12.14,0,0,0,0,0,0,0,0,0
4983,1999,matt graham,matt,graham,indiana_state,db,71.0,207,,,4.44,21.0,35.0,117.0,6.87,3.86,,1,1,0,0,0,0,0,0,1
4984,1999,anthony gray,anthony,gray,western_new_mexico,rb,72.1,228,10.0,32.5,4.65,16.0,32.5,112.0,7.1,4.23,11.51,0,0,0,0,0,0,0,0,0
4985,1999,cornell green,cornell,green,central_florida,ol,78.6,325,9.38,32.63,5.56,18.0,23.0,91.0,8.43,4.8,,0,0,0,0,0,0,0,0,1
4986,1999,lamont green,lamont,green,florida,lb,75.0,226,,,4.76,18.0,33.0,114.0,7.66,4.48,,1,1,0,0,0,0,0,0,1
4987,1999,kelly gregg,kelly,gregg,oklahoma,dl,72.4,302,9.13,30.0,5.34,26.0,24.0,96.0,7.72,4.45,,0,0,0,0,0,0,0,0,1
4988,1999,chris greisen,chris,greisen,northwest_missouri_state,qb,74.5,223,9.63,31.5,5.06,,30.5,107.0,7.29,4.33,,0,0,0,1,0,0,0,0,1
4989,1999,mike grieb,mike,grieb,ucla,fb_te,75.5,248,10.5,31.13,4.87,,27.0,107.0,7.32,4.45,12.27,0,0,0,1,0,0,0,0,0
4990,1999,damon griffin,damon,griffin,oregon,wr,69.1,186,9.0,30.13,4.68,,36.0,113.0,7.42,4.2,11.53,0,0,0,1,0,0,0,0,0
4991,1999,billy gustin,billy,gustin,purdue,db,73.0,192,,,4.38,15.0,37.0,121.0,7.03,3.99,,1,1,0,0,0,0,0,0,1
4992,1999,ryan hale,ryan,hale,arkansas,dl,76.3,295,9.38,30.88,5.2,8.0,30.5,104.0,7.63,4.38,,0,0,0,0,0,0,0,0,1
4993,1999,cory hall,cory,hall,frenso_state_ca,db,71.8,202,9.63,30.5,4.52,17.0,36.0,115.0,7.18,4.29,11.4,0,0,0,0,0,0,0,0,0
4994,1999,darran hall,darran,hall,colorado_state,wr,68.5,168,9.0,29.75,4.45,,34.0,114.0,7.25,4.33,11.64,0,0,0,1,0,0,0,0,0
4995,1999,derrick ham,derrick,ham,miami_fl,dl,76.1,257,9.75,31.75,4.94,24.0,28.5,101.0,7.84,4.54,,0,0,0,0,0,0,0,0,1
4996,1999,donnie hart,donnie,hart,texas_tech,wr,73.0,192,,,4.54,,32.0,111.0,7.13,4.16,,1,1,0,1,0,0,0,0,1
4997,1999,armon hatcher,armon,hatcher,oregon_state,db,72.4,215,10.0,32.0,4.62,,36.0,119.0,7.23,4.2,,0,0,0,1,0,0,0,0,1
4998,1999,steve heiden,steve,heiden,san_diego_state,fb_te,77.0,260,,,4.84,26.0,32.0,121.0,6.96,4.11,,1,1,0,0,0,0,0,0,1
4999,1999,madre hill,madre,hill,arkansas,rb,71.4,199,9.0,30.38,4.52,20.0,32.0,109.0,6.9,4.31,11.42,0,0,0,0,0,0,0,0,0
5000,1999,jay hinton,jay,hinton,morgan_state_md,rb,71.0,200,,,4.29,18.0,43.5,134.0,6.86,3.86,,1,1,0,0,0,0,0,0,1
5001,1999,warrick holdman,warrick,holdman,texas_a&m,lb,74.0,233,,,4.69,16.0,35.0,123.0,7.22,4.06,,1,1,0,0,0,0,0,0,1
5002,1999,andre holland,andre,holland,oregon_state,lb,69.1,181,8.38,30.25,4.41,14.0,34.0,112.0,,,,0,0,0,0,0,0,1,1,1
5003,1999,gary holmes,gary,holmes,washington_state,dl,78.6,319,10.0,32.0,5.22,26.0,,,,,,0,0,0,0,1,1,1,1,1
5004,1999,torry holt,torry,holt,north_carolina_state,wr,72.3,192,9.63,30.25,4.44,,37.0,118.0,,,,0,0,0,1,0,0,1,1,1
5005,1999,kevin homer,kevin,homer,chadron_state_ne,lb,74.5,241,8.63,31.88,4.99,15.0,32.5,109.0,7.41,4.33,12.19,0,0,0,0,0,0,0,0,0
5006,1999,chris hood,chris,hood,alabama,dl,73.0,281,,,5.16,17.0,26.0,100.0,8.1,4.8,,1,1,0,0,0,0,0,0,1
5007,1999,tyrone hopson,tyrone,hopson,eastern_kentucky,ol,75.0,319,,,5.21,20.0,26.0,102.0,7.86,4.62,,1,1,0,0,0,0,0,0,1
5008,1999,terry houzah,terry,houzah,mississippi_valley_state,lb,73.0,238,,,4.84,18.0,33.0,115.0,7.56,4.37,,1,1,0,0,0,0,0,0,1
5009,1999,bobbie howard,bobbie,howard,notre_dame,lb,70.0,232,,,4.74,16.0,30.0,110.0,7.52,4.48,,1,1,0,0,0,0,0,0,1
5010,1999,brock huard,brock,huard,washington,qb,77.0,227,,,5.12,,30.5,107.0,7.44,4.44,,1,1,0,1,0,0,0,0,1
5011,1999,matt hughes,matt,hughes,iowa,lb,75.0,251,,,4.76,14.0,31.0,111.0,7.42,4.33,,1,1,0,0,0,0,0,0,1
5012,1999,corey hulsey,corey,hulsey,clemson,ol,76.9,367,10.0,32.75,5.72,31.0,25.0,95.0,8.21,4.89,,0,0,0,0,0,0,0,0,1
5013,1999,jay humphrey,jay,humphrey,texas,ol,78.4,322,10.25,32.0,5.38,28.0,31.0,100.0,7.78,4.62,,0,0,0,0,0,0,0,0,1
5014,1999,john humphrey,john,humphrey,texas_a&m-kingsville,rb,69.0,195,9.25,29.13,4.54,19.0,35.5,122.0,,,,0,0,0,0,0,0,1,1,1
5015,1999,cletidus hunt,cletidus,hunt,kentucky_state,dl,76.1,293,10.75,33.5,5.03,17.0,31.5,110.0,8.08,4.73,,0,0,0,0,0,0,0,0,1
5016,1999,robert hunt,robert,hunt,virginia,ol,75.0,291,,,5.17,23.0,24.0,94.0,7.93,4.66,,1,1,0,0,0,0,0,0,1
5017,1999,sedrick irvin,sedrick,irvin,michigan_state,rb,70.8,223,9.88,29.5,4.58,20.0,35.0,117.0,,,,0,0,0,0,0,0,1,1,1
5018,1999,dexter jackson,dexter,jackson,florida_state,db,71.6,196,8.88,31.0,4.64,10.0,36.0,115.0,6.96,4.06,11.12,0,0,0,0,0,0,0,0,0
5019,1999,lenzie jackson,lenzie,jackson,arizona_state,wr,71.9,188,9.5,29.88,4.8,,35.0,115.0,7.32,4.29,12.13,0,0,0,1,0,0,0,0,0
5020,1999,quincy jackson,quincy,jackson,alabama,wr,73.0,187,,,4.68,,31.0,116.0,7.27,4.29,,1,1,0,1,0,0,0,0,1
5021,1999,sheldon jackson,sheldon,jackson,nebraska,fb_te,75.3,243,9.25,31.5,4.8,14.0,30.5,103.0,7.36,4.47,11.8,0,0,0,0,0,0,0,0,0
5022,1999,terry jackson,terry,jackson,florida,fb_te,71.1,222,8.75,29.88,4.71,26.0,32.5,112.0,7.21,4.21,,0,0,0,0,0,0,0,0,1
5023,1999,edgerrin james,edgerrin,james,miami_fl,rb,72.0,216,8.88,30.0,4.38,,,,6.87,3.88,,0,0,0,1,1,1,0,0,1
5024,1999,jon jansen,jon,jansen,michigan,ol,78.4,305,10.25,32.88,5.3,22.0,27.0,100.0,7.62,4.61,,0,0,0,0,0,0,0,0,1
5025,1999,love jefferson,love,jefferson,washington_state,fb_te,74.0,262,10.13,32.13,4.91,18.0,33.0,108.0,7.33,4.61,12.5,0,0,0,0,0,0,0,0,0
5026,1999,martay jenkins,martay,jenkins,nebraska-omaha,wr,71.4,203,9.38,31.5,4.5,,39.5,116.0,7.3,4.18,11.27,0,0,0,1,0,0,0,0,0
5027,1999,john jennings,john,jennings,belhaven_ms,fb_te,75.4,241,8.38,32.5,4.86,20.0,29.0,113.0,7.5,4.53,11.85,0,0,0,0,0,0,0,0,0
5028,1999,garrett johnson,garrett,johnson,illinois,dl,75.0,286,,,5.16,22.0,28.0,104.0,7.74,4.45,,1,1,0,0,0,0,0,0,1
5029,1999,jj johnson,jj,johnson,mississippi_state,rb,73.4,227,9.13,31.0,4.71,16.0,,,7.3,4.19,,0,0,0,0,1,1,0,0,1
5030,1999,kevin johnson,kevin,johnson,syracuse,wr,71.1,194,10.0,30.75,4.41,,36.5,115.0,6.79,3.86,12.19,0,0,0,1,0,0,0,0,0
5031,1999,olrick johnson,olrick,johnson,florida_a&m,lb,71.5,246,9.63,29.25,4.92,27.0,29.5,100.0,7.73,4.24,11.82,0,0,0,0,0,0,0,0,0
5032,1999,paris johnson,paris,johnson,miami_oh,db,74.0,207,,,4.71,16.0,35.0,117.0,7.49,4.32,,1,1,0,0,0,0,0,0,1
5033,1999,bryan jones,bryan,jones,oregon,lb,76.0,210,,,4.61,12.0,35.0,118.0,7.21,4.28,,1,1,0,0,0,0,0,0,1
5034,1999,chris jones,chris,jones,clemson,lb,70.1,228,9.25,30.0,4.72,21.0,24.5,106.0,7.64,4.48,12.22,0,0,0,0,0,0,0,0,0
5035,1999,corby jones,corby,jones,missouri,rb,71.1,223,9.88,31.25,4.71,15.0,31.5,111.0,7.14,4.18,11.77,0,0,0,0,0,0,0,0,0
5036,1999,daniel jones,daniel,jones,utah,wr,70.9,185,9.0,30.0,4.69,,37.0,113.0,7.58,4.49,12.23,0,0,0,1,0,0,0,0,0
5037,1999,jermaine jones,jermaine,jones,northwestern_state_la,lb,67.6,180,8.75,29.13,4.51,12.0,38.5,116.0,6.79,3.96,11.13,0,0,0,0,0,0,0,0,0
5038,1999,willie jones,willie,jones,grambling_state_la,ol,79.0,372,,,5.58,30.0,26.0,102.0,8.01,4.78,,1,1,0,0,0,0,0,0,1
5039,1999,gana joseph,gana,joseph,oklahoma,db,72.4,212,9.13,32.13,4.57,17.0,32.0,107.0,7.48,4.32,11.62,0,0,0,0,0,0,0,0,0
5040,1999,sori kanu,sori,kanu,michigan_state,db,71.0,193,,,4.69,14.0,35.0,115.0,7.36,4.21,,1,1,0,0,0,0,0,0,1
5041,1999,andy katzenmoyer,andy,katzenmoyer,ohio_state,lb,74.6,258,9.63,32.13,4.68,23.0,,,,,,0,0,0,0,1,1,1,1,1
5042,1999,jevon kearse,jevon,kearse,florida,lb,76.9,262,11.63,34.25,4.58,,37.0,122.0,,4.24,,0,0,0,1,0,0,1,0,1
5043,1999,jeff kelly,jeff,kelly,kansas_state,lb,72.1,256,8.63,31.75,4.95,16.0,32.0,112.0,7.65,4.37,,0,0,0,0,0,0,0,0,1
5044,1999,reggie kelly,reggie,kelly,mississippi_state,fb_te,76.1,254,9.13,33.25,4.9,24.0,32.0,,,,,0,0,0,0,0,1,1,1,1
5045,1999,chad kelsay,chad,kelsay,nebraska,lb,74.5,254,9.63,32.0,4.91,22.0,35.5,116.0,7.09,4.3,11.68,0,0,0,0,0,0,0,0,0
5046,1999,patrick kerney,patrick,kerney,virginia,dl,77.6,266,10.0,32.0,4.72,21.0,31.0,111.0,7.45,4.42,,0,0,0,0,0,0,0,0,1
5047,1999,scott kiernan,scott,kiernan,syracuse,ol,75.0,307,,,5.58,,28.0,94.0,8.09,4.79,,1,1,0,1,0,0,0,0,1
5048,1999,jaime kimbrough,jaime,kimbrough,frenso_state_ca,rb,67.5,198,9.13,28.0,4.71,22.0,34.5,112.0,7.4,4.32,11.73,0,0,0,0,0,0,0,0,0
5049,1999,eric king,eric,king,richmond_va,ol,76.6,290,10.5,32.75,5.06,25.0,27.0,104.0,7.46,4.36,,0,0,0,0,0,0,0,0,1
5050,1999,lamar king,lamar,king,saginaw_valley_state_mi,dl,75.0,299,8.88,32.5,4.77,22.0,30.0,105.0,7.4,4.28,,0,0,0,0,0,0,0,0,1
5051,1999,shaun king,shaun,king,tulane_la,qb,72.0,221,9.25,30.5,4.77,,33.0,113.0,,4.29,,0,0,0,1,0,0,1,0,1
5052,1999,jim kleinsasser,jim,kleinsasser,north_dakota,fb_te,74.8,272,9.88,33.0,4.79,18.0,34.5,112.0,7.24,4.33,11.63,0,0,0,0,0,0,0,0,0
5053,1999,josh kobdish,josh,kobdish,frenso_state_ca,ol,78.1,301,10.0,31.0,5.43,21.0,24.0,98.0,7.98,4.83,,0,0,0,0,0,0,0,0,1
5054,1999,steve konopka,steve,konopka,c.w._post_ny,dl,76.0,298,,,5.14,21.0,27.0,106.0,7.9,4.55,,1,1,0,0,0,0,0,0,1
5055,1999,rob konrad,rob,konrad,syracuse,fb_te,75.0,251,9.63,29.38,4.65,21.0,36.0,107.0,,,,0,0,0,0,0,0,1,1,1
5056,1999,brian kuklick,brian,kuklick,wake_forest,qb,74.1,204,10.0,30.63,4.9,,31.0,103.0,7.66,4.56,,0,0,0,1,0,0,0,0,1
5057,1999,kevin landolt,kevin,landolt,west_virginia,dl,76.9,298,10.13,32.88,5.14,17.0,27.0,108.0,7.57,4.27,,0,0,0,0,0,0,0,0,1
5058,1999,dan lauta,dan,lauta,buffalo,ol,76.0,301,,,5.15,26.0,26.0,101.0,7.79,4.54,,1,1,0,0,0,0,0,0,1
5059,1999,courtney ledyard,courtney,ledyard,michigan_state,lb,74.0,250,10.63,33.0,5.11,20.0,34.5,115.0,7.85,4.24,11.98,0,0,0,0,0,0,0,0,0
5060,1999,graham leigh,graham,leigh,new_mexico,qb,73.9,212,9.75,31.0,4.79,,32.5,111.0,7.21,4.27,,0,0,0,1,0,0,0,0,1
5061,1999,emarlos leroy,emarlos,leroy,georgia,dl,73.4,306,10.13,31.88,5.09,31.0,,,,,,0,0,0,0,1,1,1,1,1
5062,1999,derek lewis,derek,lewis,texas,fb_te,73.9,250,8.63,32.0,4.83,25.0,27.5,104.0,7.41,4.26,12.0,0,0,0,0,0,0,0,0,0
5063,1999,marvin love,marvin,love,kentucky,lb,68.6,164,8.75,29.0,4.49,,35.5,123.0,7.09,4.09,11.28,0,0,0,1,0,0,0,0,0
5064,1999,david loverne,david,loverne,san_jose_state,ol,74.8,292,9.25,31.5,5.19,23.0,25.0,96.0,7.49,4.43,,0,0,0,0,0,0,0,0,1
5065,1999,mike lucky,mike,lucky,arizona,fb_te,79.0,269,,,4.95,,29.0,108.0,7.42,4.38,,1,1,0,1,0,0,0,0,1
5066,1999,john lumpkin,john,lumpkin,ohio_state,fb_te,79.3,274,10.25,33.5,4.98,19.0,34.5,111.0,,,,0,0,0,0,0,0,1,1,1
5067,1999,jason maas,jason,maas,oregon,qb,74.0,210,,,4.97,,31.5,103.0,7.43,4.35,,1,1,0,1,0,0,0,0,1
5068,1999,stacey mack,stacey,mack,temple,fb_te,72.9,236,9.13,32.25,4.66,20.0,33.0,108.0,,,,0,0,0,0,0,0,1,1,1
5069,1999,joel makovicka,joel,makovicka,nebraska,fb_te,70.4,245,9.5,28.25,4.82,18.0,32.5,105.0,6.72,4.05,11.08,0,0,0,0,0,0,0,0,0
5070,1999,deshone mallard,deshone,mallard,southern_mississippi,lb,69.6,186,9.25,31.0,4.51,10.0,35.5,117.0,7.31,4.25,11.41,0,0,0,0,0,0,0,0,0
5071,1999,cecil martin,cecil,martin,wisconsin,fb_te,72.6,239,9.5,31.0,4.82,22.0,35.5,109.0,7.31,4.22,11.99,0,0,0,0,0,0,0,0,0
5072,1999,chris mcalister,chris,mcalister,arizona,lb,73.1,206,10.0,30.25,4.53,,38.0,121.0,6.9,4.08,,0,0,0,1,0,0,0,0,1
5073,1999,jonathan mccall,jonathan,mccall,central_michigan,dl,74.0,273,,,4.91,19.0,31.0,113.0,7.41,4.38,,1,1,0,0,0,0,0,0,1
5074,1999,todd mcclure,todd,mcclure,louisiana_state,ol,73.4,298,9.75,31.25,5.25,29.0,28.0,93.0,7.81,4.51,,0,0,0,0,0,0,0,0,1
5075,1999,kevin mccullar,kevin,mccullar,texas_tech,lb,74.6,246,8.38,33.25,4.97,12.0,30.0,106.0,7.14,4.21,11.72,0,0,0,0,0,0,0,0,0
5076,1999,daylon mccutcheon,daylon,mccutcheon,southern_california,lb,68.8,180,9.13,30.25,4.52,13.0,36.0,117.0,7.21,4.35,11.6,0,0,0,0,0,0,0,0,0
5077,1999,jeremy mcdaniel,jeremy,mcdaniel,arizona,wr,72.5,197,8.25,30.63,4.63,,33.5,112.0,7.3,4.32,,0,0,0,1,0,0,0,0,1
5078,1999,darnell mcdonald,darnell,mcdonald,kansas_state,wr,75.0,202,9.38,32.25,4.74,,34.0,108.0,7.27,4.24,11.88,0,0,0,1,0,0,0,0,0
5079,1999,anthony mcfarland,anthony,mcfarland,louisiana_state,dl,72.5,299,10.0,33.38,4.85,25.0,28.5,108.0,7.98,4.28,,0,0,0,0,0,0,0,0,1
5080,1999,wane mcgarity,wane,mcgarity,texas,wr,68.0,194,8.38,30.0,4.53,,33.0,111.0,7.21,4.36,11.59,0,0,0,1,0,0,0,0,0
5081,1999,reggie mcgrew,reggie,mcgrew,florida,dl,73.9,307,9.75,30.5,5.05,30.0,,,,4.34,,0,0,0,0,1,1,1,0,1
5082,1999,travis mcgriff,travis,mcgriff,florida,wr,68.0,185,,,4.53,,35.5,113.0,7.28,4.13,,1,1,0,1,0,0,0,0,1
5083,1999,mike mckenzie,mike,mckenzie,memphis,db,73.0,191,,,4.58,,34.0,115.0,7.11,4.11,,1,1,0,1,0,0,0,0,1
5084,1999,cj mclain,cj,mclain,arkansas,lb,75.0,243,,,4.72,21.0,36.0,117.0,7.2,4.25,,1,1,0,0,0,0,0,0,1
5085,1999,john mclaughlin,john,mclaughlin,california,lb,75.3,247,9.25,32.0,4.72,18.0,31.5,107.0,6.84,4.15,11.52,0,0,0,0,0,0,0,0,0
5086,1999,donovan mcnabb,donovan,mcnabb,syracuse,qb,74.3,223,10.0,30.75,4.64,,33.0,116.0,7.3,4.38,,0,0,0,1,0,0,0,0,1
5087,1999,cade mcnown,cade,mcnown,ucla,qb,72.9,213,9.38,30.0,4.76,,33.5,108.0,7.27,4.28,,0,0,0,1,0,0,0,0,1
5088,1999,rondel menendez,rondel,menendez,eastern_kentucky,wr,69.0,178,,,4.24,,37.0,117.0,6.79,3.96,,1,1,0,1,0,0,0,0,1
5089,1999,arnold miller,arnold,miller,louisiana_state,dl,75.9,240,9.13,34.5,4.78,12.0,33.5,113.0,7.01,4.12,,0,0,0,0,0,0,0,0,1
5090,1999,billy miller,billy,miller,southern_california,wr,74.6,215,10.25,32.38,4.67,,34.5,113.0,7.06,4.28,,0,0,0,1,0,0,0,0,1
5091,1999,dee miller,dee,miller,ohio_state,wr,71.9,199,9.25,30.88,4.51,,33.5,,7.2,4.31,,0,0,0,1,0,1,0,0,1
5092,1999,jason mills,jason,mills,tulsa_ok,ol,77.1,315,10.38,32.75,5.43,30.0,24.0,104.0,7.87,4.64,,0,0,0,0,0,0,0,0,1
5093,1999,kory minor,kory,minor,notre_dame,lb,72.5,244,8.88,32.75,4.71,,31.0,112.0,7.2,4.27,11.58,0,0,0,1,0,0,0,0,0
5094,1999,paul miranda,paul,miranda,central_florida,lb,69.9,180,8.13,30.88,4.41,11.0,40.5,124.0,7.18,4.1,,0,0,0,0,0,0,0,0,1
5095,1999,donald mitchell,donald,mitchell,southern_methodist_tx,lb,69.8,187,9.38,29.5,4.51,24.0,37.0,118.0,6.87,4.08,11.01,0,0,0,0,0,0,0,0,0
5096,1999,kenny mitchell,kenny,mitchell,arizona_state,wr,74.4,217,9.75,32.25,4.73,,37.0,118.0,7.1,,,0,0,0,1,0,0,0,1,1
5097,1999,tywan mitchell,tywan,mitchell,minnesota_state,wr,77.0,223,,,4.74,,30.5,108.0,7.6,,,1,1,0,1,0,0,0,1,1
5098,1999,joe montgomery,joe,montgomery,ohio_state,rb,70.4,227,9.25,30.5,4.63,,,,7.1,4.22,,0,0,0,1,1,1,0,0,1
5099,1999,damon moore,damon,moore,ohio_state,db,71.1,209,9.25,32.13,4.6,21.0,35.0,118.0,7.18,4.22,,0,0,0,0,0,0,0,0,1
5100,1999,ulysses moore,ulysses,moore,liberty_va,ol,74.0,313,,,5.45,24.0,26.0,103.0,7.98,4.67,,1,1,0,0,0,0,0,0,1
5101,1999,jeremy morgan,jeremy,morgan,southern_methodist_tx,ol,76.0,296,,,5.29,,23.5,92.0,7.77,4.62,,1,1,0,1,0,0,0,0,1
5102,1999,dee moronkola,dee,moronkola,washington_state,lb,69.3,204,8.75,29.13,4.46,17.0,33.5,111.0,7.11,4.12,,0,0,0,0,0,0,0,0,1
5103,1999,edwin mulitalo,edwin,mulitalo,arizona,ol,75.1,328,10.0,32.0,5.47,28.0,23.5,92.0,8.02,4.77,,0,0,0,0,0,0,0,0,1
5104,1999,joe nastasi,joe,nastasi,penn_state,wr,70.4,197,9.75,31.0,4.66,,37.0,116.0,7.12,4.06,11.32,0,0,0,1,0,0,0,0,0
5105,1999,hannibal navies,hannibal,navies,colorado,lb,74.5,239,8.5,31.88,4.64,18.0,33.0,114.0,,4.19,,0,0,0,0,0,0,1,0,1
5106,1999,gerald neasman,gerald,neasman,kansas_state,lb,69.6,186,8.5,30.88,4.67,10.0,31.5,112.0,7.96,4.41,12.35,0,0,0,0,0,0,0,0,0
5107,1999,jamar nesbit,jamar,nesbit,south_carolina,ol,76.3,336,9.0,34.13,5.7,23.0,26.5,86.0,8.0,4.91,,0,0,0,0,0,0,0,0,1
5108,1999,mike newell,mike,newell,colorado_state,ol,76.0,292,,,5.25,25.0,28.5,104.0,7.88,4.69,,1,1,0,0,0,0,0,0,1
5109,1999,robert newkirk,robert,newkirk,michigan_state,dl,75.0,298,,,5.21,20.0,26.0,105.0,8.08,4.73,,1,1,0,0,0,0,0,0,1
5110,1999,keith newman,keith,newman,north_carolina,lb,74.5,239,9.38,30.25,4.73,18.0,32.0,110.0,7.54,4.37,11.91,0,0,0,0,0,0,0,0,0
5111,1999,dat nguyen,dat,nguyen,texas_a&m,lb,71.0,234,10.5,30.5,4.74,19.0,,,,,,0,0,0,0,1,1,1,1,1
5112,1999,ben nichols,ben,nichols,colorado,ol,77.1,307,9.75,33.0,5.24,29.0,30.0,99.0,8.22,4.67,,0,0,0,0,0,0,0,0,1
5113,1999,rick nord,rick,nord,louisville,ol,78.0,306,,,5.3,21.0,25.5,98.0,8.01,4.73,,1,1,0,0,0,0,0,0,1
5114,1999,jeremy offutt,jeremy,offutt,oklahoma_state,ol,77.0,310,,,5.17,20.0,26.0,100.0,7.98,4.77,,1,1,0,0,0,0,0,0,1
5115,1999,kendell ogle,kendell,ogle,maryland,lb,72.8,235,9.38,30.5,4.67,20.0,35.0,118.0,7.44,4.05,11.88,0,0,0,0,0,0,0,0,0
5116,1999,chike okeafor,chike,okeafor,purdue,lb,76.6,254,10.5,33.0,4.74,17.0,36.5,113.0,7.09,4.2,11.49,0,0,0,0,0,0,0,0,0
5117,1999,patterson owens,patterson,owens,houston,dl,78.0,273,,,4.88,19.0,35.0,118.0,7.56,4.34,,1,1,0,0,0,0,0,0,1
5118,1999,craig page,craig,page,georgia_tech,ol,75.0,295,,,5.13,38.0,32.0,117.0,7.43,4.51,,1,1,0,0,0,0,0,0,1
5119,1999,solomon page,solomon,page,west_virginia,ol,76.4,306,11.0,35.13,5.23,24.0,31.5,104.0,,,,0,0,0,0,0,0,1,1,1
5120,1999,anthony parker,anthony,parker,weber_state_ut,lb,72.6,197,9.38,31.13,4.39,8.0,31.0,113.0,7.56,4.27,,0,0,0,0,0,0,0,0,1
5121,1999,demond parker,demond,parker,oklahoma,rb,69.6,189,8.75,31.13,4.49,13.0,41.5,119.0,7.28,4.16,11.63,0,0,0,0,0,0,0,0,0
5122,1999,larry parker,larry,parker,southern_california,wr,72.9,200,9.5,32.5,4.49,,35.5,118.0,,,,0,0,0,1,0,0,1,1,1
5123,1999,sirr parker,sirr,parker,texas_a&m,rb,70.3,190,8.38,29.25,4.56,,40.0,121.0,6.84,4.09,11.45,0,0,0,1,0,0,0,0,0
5124,1999,jeff paulk,jeff,paulk,arizona_state,fb_te,71.9,242,9.5,30.0,4.72,27.0,35.5,116.0,7.81,4.44,11.86,0,0,0,0,0,0,0,0,0
5125,1999,chad pegues,chad,pegues,illinois_state,dl,73.0,289,9.25,31.13,5.32,25.0,26.0,99.0,7.88,4.69,,0,0,0,0,0,0,0,0,1
5126,1999,jason perry,jason,perry,north_carolina_state,db,72.9,200,8.63,32.0,4.61,17.0,36.5,121.0,7.31,4.23,11.58,0,0,0,0,0,0,0,0,0
5127,1999,mike peterson,mike,peterson,florida,lb,73.5,233,9.13,31.25,4.47,18.0,36.0,118.0,7.07,4.08,,0,0,0,0,0,0,0,0,1
5128,1999,luke petitgout,luke,petitgout,notre_dame,ol,77.9,315,9.75,33.13,5.23,33.0,29.0,100.0,7.53,4.48,,0,0,0,0,0,0,0,0,1
5129,1999,zach piller,zach,piller,florida,ol,76.5,331,10.5,32.63,5.19,40.0,26.5,100.0,8.12,4.68,,0,0,0,0,0,0,0,0,1
5130,1999,chad plummer,chad,plummer,cincinnati,wr,74.9,223,10.25,33.38,4.57,,33.0,113.0,7.34,4.18,,0,0,0,1,0,0,0,0,1
5131,1999,joey porter,joey,porter,colorado_state,lb,74.5,241,9.75,32.75,4.68,27.0,39.0,122.0,7.37,4.41,12.11,0,0,0,0,0,0,0,0,0
5132,1999,ronnie powell,ronnie,powell,northwestern_state_la,rb,70.0,174,,,4.43,,35.5,116.0,7.09,4.14,,1,1,0,1,0,0,0,0,1
5133,1999,peerless price,peerless,price,tennessee,wr,70.9,180,10.0,31.5,4.55,,35.0,116.0,7.28,4.09,,0,0,0,1,0,0,0,0,1
5134,1999,mike pringley,mike,pringley,north_carolina,dl,75.8,268,9.63,33.88,4.89,22.0,,108.0,7.85,4.39,,0,0,0,0,1,0,0,0,1
5135,1999,pierson prioleau,pierson,prioleau,virginia_tech,db,69.9,191,9.38,30.5,4.57,18.0,42.0,130.0,7.28,3.97,11.22,0,0,0,0,0,0,0,0,0
5136,1999,brian pukenas,brian,pukenas,west_virginia,ol,75.5,303,9.5,31.63,5.37,25.0,26.5,93.0,8.09,4.73,,0,0,0,0,0,0,0,0,1
5137,1999,ian rafferty,ian,rafferty,north_carolina_state,ol,76.5,296,9.0,31.63,5.51,25.0,23.5,93.0,7.94,4.86,,0,0,0,0,0,0,0,0,1
5138,1999,wali rainer,wali,rainer,virginia,lb,73.8,241,10.13,32.25,4.91,26.0,32.0,111.0,7.83,4.33,,0,0,0,0,0,0,0,0,1
5139,1999,marcus ray,marcus,ray,michigan,db,70.5,206,8.75,31.5,4.61,,35.5,111.0,7.43,4.19,,0,0,0,1,0,0,0,0,1
5140,1999,jarvis reado,jarvis,reado,tennessee,ol,77.0,328,,,5.4,,26.0,100.0,,,,1,1,0,1,0,0,1,1,1
5141,1999,montae reagor,montae,reagor,texas_tech,dl,73.5,263,9.63,32.88,4.83,20.0,34.5,107.0,7.36,4.23,11.85,0,0,0,0,0,0,0,0,0
5142,1999,jacoby rhinehart,jacoby,rhinehart,southern_methodist_tx,lb,70.4,187,8.88,30.63,4.59,,34.0,120.0,6.91,4.11,11.42,0,0,0,1,0,0,0,0,0
5143,1999,cleve roberts,cleve,roberts,troy_al,ol,78.0,290,,,5.37,16.0,23.5,94.0,8.34,4.86,,1,1,0,0,0,0,0,0,1
5144,1999,brian rogers,brian,rogers,oregon_state,lb,74.3,239,10.38,32.13,4.76,19.0,36.0,108.0,7.34,4.39,12.16,0,0,0,0,0,0,0,0,0
5145,1999,derek rose,derek,rose,iowa,ol,75.0,283,,,5.22,21.0,25.5,96.0,8.24,4.9,,1,1,0,0,0,0,0,0,1
5146,1999,marek rubin,marek,rubin,yale,ol,78.0,310,,,5.36,26.0,25.0,96.0,8.19,4.76,,1,1,0,0,0,0,0,0,1
