full_name,first_name,last_name,combine_year,college,position,height_inches,weight_lbs,hand_size_inches,arm_length_inches,40_yard_dash,bench_press_reps,vertical_leap_inches,broad_jump_inches,3_cone_drill,20_yard_shuttle,60_yard_shuttle
markco_maddox,markco,maddox,1996,albany_state_ga,lb,73.6,213,9.75,33.38,4.71,20,31.5,121,,4.46,11.48
toderick_malone,toderick,malone,1996,alabama,wr,70.4,179,9.25,30.63,4.69,,31.5,111,,4.2,12.04
jason_maniecki,jason,maniecki,1996,wisconsin,dl,75.6,295,10.63,32.75,5.27,33,27,101,,4.63,
james_manley,james,manley,1996,vanderbilt,dl,74.6,314,9.63,33.5,5.26,16,28,107,,4.54,
olindo_mare,olindo,mare,1996,syracuse,k_p,70.1,180,9.75,29.25,,,,,,,
dedric_mathis,dedric,mathis,1996,houston,lb,70.1,196,8.75,31.25,4.48,18,37,132,,4.2,11.55
jermane_mayberry,jermane,mayberry,1996,texas_a&m-kingsville,ol,75.9,321,10.75,35.5,,30,,,,,
derrick_mayes,derrick,mayes,1996,notre_dame,wr,72.1,200,9.63,32.88,4.67,,35.5,120,,4.11,11.27
kenneth_mcdaniel,kenneth,mcdaniel,1996,norfolk_state_va,ol,74.5,322,9,35.13,5.42,29,23,93,,4.94,
leeland_mcelroy,leeland,mcelroy,1996,texas_a&m,rb,68.6,198,9.25,32.25,4.39,22,37,120,,4.06,11.07
dell_mcgee,dell,mcgee,1996,auburn,lb,68,180,8.25,29.13,4.58,15,35.5,109,,4.1,11.33
keith_mckenzie,keith,mckenzie,1996,ball_state_in,dl,74.5,241,10.13,32.63,4.78,21,31.5,115,,4.3,
cristin_mclemore,cristin,mclemore,1996,oregon,wr,70.8,189,9,30.63,,,,,,,
jerris_mcphail,jerris,mcphail,1996,east_carolina_nc,rb,70.6,201,8.63,31.88,4.49,14,38.5,122,,4.32,11.44
johnny_mcwilliams,johnny,mcwilliams,1996,southern_california,fb_te,75.8,261,9.75,33.75,4.67,,34.5,112,,4.24,11.75
john_michels,john,michels,1996,southern_california,ol,78.5,282,10.63,33.88,5.12,25,26.5,108,,4.66,
ray_mickens,ray,mickens,1996,texas_a&m,lb,67.6,176,9.25,29.25,4.47,12,37.5,,,,
scott_milanovich,scott,milanovich,1996,maryland,qb,74.5,218,9.25,30.25,,,,,,,
bubba_miller,bubba,miller,1996,tennessee,ol,72.8,300,9.5,33.5,5.44,18,28,98,,4.85,
fred_miller,fred,miller,1996,baylor,ol,78.8,305,9.75,34.5,5.49,,24.5,98,,4.88,
lawyer_milloy,lawyer,milloy,1996,washington,db,72,210,9.13,30.5,,,,,,,
david_millwee,david,millwee,1996,tulsa_ok,ol,74.8,277,9.63,32.13,5.25,18,28,106,,4.68,
brian_milne,brian,milne,1996,penn_state,fb_te,75.1,254,10,31.13,,,,,,,
bryant_mix,bryant,mix,1996,alcorn_state_ms,dl,75.3,301,9.25,32.63,5,,27,,,,
john_mobley,john,mobley,1996,kutztown_pa,lb,73,230,9.75,31.25,4.59,,34.5,120,,4.42,11.7
alex_molden,alex,molden,1996,oregon,lb,69.5,186,9.63,32.13,4.47,,40,123,,3.98,11.36
alfred_montez,alfred,montez,1996,western_new_mexico,qb,73.6,235,9.25,30.63,5.07,,24.5,99,,4.79,
jerald_moore,jerald,moore,1996,oklahoma,rb,68.9,229,9.75,29.13,,24,,,,,
eric_moulds,eric,moulds,1996,mississippi_state,wr,72.9,204,9.25,32,,,,,,,
mushsin_muhammad,mushsin,muhammad,1996,michigan_state,wr,73.8,217,10.38,33.38,4.53,,33,120,,4.16,11.31
greg_myers,greg,myers,1996,colorado_state,db,73,197,9.25,31,,14,,,,,
bobby_neely,bobby,neely,1996,virginia,fb_te,75.4,263,11,33.5,5.01,27,30,109,,4.39,12.6
josh_nelson,josh,nelson,1996,mississippi,qb,74.1,198,10,32.13,5.05,,31.5,108,,4.53,
picasso_nelson,picasso,nelson,1996,jackson_state_ms,db,71.5,208,9.75,32.38,,9,,,,,
jeff_nichols,jeff,nichols,1996,grambling_state_la,rb,72,209,8.75,32.13,,,,,,,
kendrick_nord,kendrick,nord,1996,grambling_state_la,qb,74.5,207,10.13,33.13,4.71,,36.5,120,,4.32,
gabe_northern,gabe,northern,1996,louisiana_state,dl,74.9,255,9.63,32.5,4.79,23,30.5,116,,4.42,
roman_oben,roman,oben,1996,louisville,ol,76.1,301,10.13,36,5.17,24,28,107,,4.95,
jason_odom,jason,odom,1996,florida,ol,76.5,290,9.5,33,5.05,22,27,8,,4.62,
jonathan_ogden,jonathan,ogden,1996,ucla,ol,80,318,10.63,34.13,5.12,30,31,113,,,
ramon_okoli,ramon,okoli,1996,murray_state_ky,dl,75,305,10.25,33.75,5.31,24,23.5,102,,4.91,
winslow_oliver,winslow,oliver,1996,new_mexico,rb,67.3,181,9,29.25,4.49,25,35,123,,4.14,11.22
chuck_osborne,chuck,osborne,1996,arizona,dl,73.6,281,9.63,32.25,,33,,,,,
buster_owens,buster,owens,1996,georgia,db,71.1,197,9,31.38,4.72,,38,118,,4.3,11.73
terrell_owens,terrell,owens,1996,tennessee-chattanooga,wr,74.9,213,10.5,34.5,4.65,,33,120,,4.26,11.43
chris_parker,chris,parker,1996,marshall_wv,rb,70,199,9.88,31.63,4.54,13,37,125,,4.35,11.57
christian_peter,christian,peter,1996,nebraska,dl,75.5,304,9.75,32,,,,,,,
lawrence_phillips,lawrence,phillips,1996,nebraska,rb,71.6,229,9,31.38,,,,,,,
kavika_pittman,kavika,pittman,1996,mcneese_state_la,dl,77.4,263,10.13,33.63,4.8,,35,123,,4.85,
kirk_pointer,kirk,pointer,1996,austin_peay_tn,lb,71.6,178,9.25,31.13,4.54,14,38,122,,4.22,11.53
bruce_presley,bruce,presley,1996,rutgers,rb,69.8,218,9.5,30.63,4.77,13,28.5,111,,,
daryl_price,daryl,price,1996,colorado,dl,75.9,274,9.63,33.63,4.71,23,32.5,120,,4.31,
j_c,j,c,1996,virginia_tech,dl,74,278,9.63,32.25,,,,,,,
stanley_pritchett,stanley,pritchett,1996,south_carolina,fb_te,73,232,8.5,31.75,4.73,11,31,116,,4.41,11.98
lovett_purnell,lovett,purnell,1996,west_virginia,fb_te,74.3,245,9.63,32.63,4.83,18,29,,,4.31,11.95
stan_raass,stan,raass,1996,brigham_young,lb,71.3,253,10.5,30.13,5.12,19,29.5,101,,4.7,12.58
leslie_ratliffe,leslie,ratliffe,1996,tennessee,ol,79.1,296,8.25,34.75,5.14,18,30,102,,4.85,
simeon_rice,simeon,rice,1996,illinois,dl,77,259,10.25,36.25,4.79,26,,,,,
james_richey,james,richey,1996,stephen_f._austin_tx,qb,73.8,211,9.63,30.75,4.97,,25.5,107,,,
jay_riemersma,jay,riemersma,1996,michigan,fb_te,77.1,254,10,33.25,,21,,,,,
phillip_riley,phillip,riley,1996,florida_state,wr,70.9,189,9.13,32.88,4.5,,32.5,120,,4.46,11.66
adrian_robinson,adrian,robinson,1996,baylor,db,73.5,215,10.38,32.13,4.75,14,31,111,,4.27,11.92
brian_roche,brian,roche,1996,san_jose_state,fb_te,75.6,253,10.25,32.13,4.67,16,28,,,4.15,11.76
mike_rockwood,mike,rockwood,1996,nevada_las_vegas,ol,82.4,341,10.5,36.5,6.01,26,19.5,83,,5.45,
james_roe,james,roe,1996,norfolk_state_va,wr,72.6,187,9.38,33.88,4.66,,38.5,132,,4.34,11.06
orpheus_roye,orpheus,roye,1996,florida_state,dl,75.5,295,10.25,35.5,5.01,24,29.5,108,,4.73,
mitch_running,mitch,running,1996,kansas_state,wr,71.1,184,8.38,31,4.74,,32,108,,4.04,11.17
jon_runyan,jon,runyan,1996,michigan,ol,79.5,308,9.63,34,5.34,25,24.5,103,,4.73,
reggie_rusk,reggie,rusk,1996,kentucky,db,70.5,182,9.5,31.25,4.58,11,33,119,,4.16,11.87
reynard_rutherford,reynard,rutherford,1996,california,rb,72.3,201,8.88,30.25,,18,,,,,
brandon_sanders,brandon,sanders,1996,arizona,db,69.1,176,9.75,29.63,4.7,16,30,113,,4.29,11.58
patrick_sapp,patrick,sapp,1996,clemson,lb,75.1,258,9.38,31.25,4.9,20,29,110,,4.59,12.05
craig_sauer,craig,sauer,1996,minnesota,lb,73.5,226,9.25,32.38,,,,,,,
lance_schwindt,lance,schwindt,1996,fort_hays_state_ks,wr,74.8,210,8.75,31.5,4.82,,31,120,,4.56,12.06
freddie_scott,freddie,scott,1996,penn_state,wr,70.5,189,9.38,31.75,4.7,,30,108,,,
jason_shelley,jason,shelley,1996,central_state_oh,wr,72.4,189,9.88,32.88,4.71,,31,108,,4.47,11.88
kendel_shello,kendel,shello,1996,southern_la,dl,74.8,296,9.25,34.25,5.13,16,27.5,101,,4.73,
clay_shiver,clay,shiver,1996,florida_state,ol,74.3,294,10,32.5,,,,,,,
eric_simonson,eric,simonson,1996,montana,ol,75.4,291,9.75,32.75,5.68,25,25.5,107,,4.85,
toraino_singleton,toraino,singleton,1996,texas-el_paso,rb,74.6,235,9.25,33.13,,19,,,,,
scott_slutzker,scott,slutzker,1996,iowa,fb_te,76.4,250,10.25,33.25,,,27.5,110,,,
eric_smedley,eric,smedley,1996,indiana,db,71.8,204,8.88,30,4.76,17,32,112,,4.12,11.65
brady_smith,brady,smith,1996,colorado_state,dl,77.1,261,10,34.75,,18,,,,,
detron_smith,detron,smith,1996,texas_a&m,fb_te,70.3,234,9.25,30.25,4.61,31,,,,4.38,12.1
jeff_smith,jeff,smith,1996,tennessee,ol,74.6,331,9.5,31.25,5.62,,25,93,,4.75,
matt_soenksen,matt,soenksen,1996,ucla,ol,76.5,316,9.63,32.25,5.37,36,23.5,92,,5,
aaron_sparrow,aaron,sparrow,1996,norfolk_state_va,qb,72.5,211,9.75,32.63,4.94,,29.5,108,,4.21,
harry_stamps,harry,stamps,1996,oklahoma,ol,76,305,9.63,35.25,5.58,19,24.5,100,,5.09,
jon_stark,jon,stark,1996,trinity_international_il,qb,75.8,222,9.25,31.63,,,,,,,
steve_stark,steve,stark,1996,wisconsin,ol,74.8,304,9.38,32.5,,,,,,,
jamain_stephens,jamain,stephens,1996,north_carolina_a&t,ol,77.9,337,10.13,35.13,5.39,25,27.5,109,,4.9,
matt_stevens,matt,stevens,1996,appalachian_state_nc,lb,72.1,197,9.13,31.13,,,,,,,
rayna_stewart,rayna,stewart,1996,northern_arizona,lb,69.9,197,9.13,30.63,4.68,19,34,109,,4.1,11.39
ryan_stewart,ryan,stewart,1996,georgia_tech,db,73.4,202,9.25,31.63,4.63,21,31,115,,4.2,11.66
bryan_still,bryan,still,1996,virginia_tech,wr,71.1,176,9.25,32,4.4,,37.5,120,,4.06,11.23
jason_stinson,jason,stinson,1996,louisville,ol,75,291,9.75,32,5.5,,25.5,92,,4.8,
bryan_stoltenberg,bryan,stoltenberg,1996,colorado,ol,73.5,304,9.5,32.25,5.42,31,26.5,94,,4.85,
chris_sullivan,chris,sullivan,1996,boston_college,dl,76.5,271,10,34.25,5.06,29,33,111,,4.38,
clarence_sutton,clarence,sutton,1996,appalachian_state_nc,db,72.5,209,8.88,32.13,4.83,19,32,110,,4.22,11.78
steve_taneyhill,steve,taneyhill,1996,south_carolina,qb,74.4,220,8.88,33,,,,,,,
fred_thomas,fred,thomas,1996,tennessee-martin,lb,69.5,172,8.88,30.63,4.51,10,35,122,,4,11.75
zach_thomas,zach,thomas,1996,texas_tech,lb,71,233,9.25,30.63,4.85,20,28.5,104,,4.24,11.91
reggie_tongue,reggie,tongue,1996,oregon_state,db,71.9,201,10.25,31.5,4.52,12,34,115,,4.08,11.16
amani_toomer,amani,toomer,1996,michigan,wr,74.9,197,9,32.5,4.5,,40,132,,4.14,11.14
tom_tumulty,tom,tumulty,1996,pittsburgh,lb,74.5,242,9.63,32.38,4.97,18,28,,,4.38,12.22
mike_ulufale,mike,ulufale,1996,brigham_young,dl,76,282,10.25,32.75,5.06,17,28.5,102,,4.61,
eric_unverzagt,eric,unverzagt,1996,wisconsin,lb,73.6,236,9.5,31.75,4.83,22,30,112,,4.4,12.08
regan_upshaw,regan,upshaw,1996,california,dl,75.4,249,9.5,34,4.81,25,34.5,120,,4.61,
iheanyi_uwaezuoke,iheanyi,uwaezuoke,1996,california,wr,72,192,9.13,32.88,,,,,,,
alex_van,alex,van,1996,nevada_las_vegas,wr,71.9,200,10.13,32.13,4.57,,33,120,,4.62,11.86
tony_veland,tony,veland,1996,nebraska,db,72.8,205,10.13,31.5,4.64,,36,118,,4.1,11.25
chris_villarrial,chris,villarrial,1996,indiana_pa,ol,75,308,10.13,32.13,5.35,36,22,99,,4.85,
kyle_wachholtz,kyle,wachholtz,1996,southern_california,qb,76.3,233,9.25,32.13,5.14,,25,96,,4.65,
james_walker,james,walker,1996,north_carolina_state,db,73,198,8.38,32.5,4.75,,28.5,105,,4.39,12.27
robert_walker,robert,walker,1996,west_virginia,rb,70.8,205,9.38,31.38,4.55,15,34,113,,,
marcus_wall,marcus,wall,1996,north_carolina,wr,68.8,162,9,30.25,4.59,,31.5,120,,4.2,11.57
dan_white,dan,white,1996,arizona,qb,72.5,211,8.75,33.13,,,,,,,
ervin_whitehead,ervin,whitehead,1996,william_&_mary_va,wr,72.1,171,9.25,30.5,4.69,,31.5,120,,4.3,12.02
ricky_whittle,ricky,whittle,1996,oregon,rb,69,200,9.25,30.13,,,,,,,
casey_wiegmann,casey,wiegmann,1996,iowa,ol,74.3,291,10.25,30.63,,,,,,,
gerome_williams,gerome,williams,1996,houston,db,72.6,195,9.5,32.63,4.77,18,34.5,123,,,
grant_williams,grant,williams,1996,louisiana_tech,ol,79.8,322,9.5,34.63,5.6,,23.5,90,,4.79,
larry_williams,larry,williams,1996,mississippi_state,dl,73.9,285,10.13,34.25,5.5,23,26.5,99,,5.25,
moe_williams,moe,williams,1996,kentucky,rb,72.1,199,9.38,31.63,4.76,13,37.5,122,,4.27,
stepfret_williams,stepfret,williams,1996,louisiana-monroe,wr,71.9,170,8.25,31.75,4.59,,31,120,,4.44,11.44
tyrone_williams,tyrone,williams,1996,nebraska,lb,70.8,190,9,30.63,4.53,5,34.5,120,,,
terrell_willis,terrell,willis,1996,rutgers,rb,69.9,196,9.25,31.75,4.61,11,34.5,122,,4.41,11.56
sir_mawn,sir,mawn,1996,syracuse,wr,73,209,9.63,32,4.6,,35,132,,4.24,11.47
jon_witman,jon,witman,1996,penn_state,fb_te,73.9,242,8.63,31.25,,,,,,,
jerome_woods,jerome,woods,1996,memphis,db,74,202,9.25,33,4.59,,33.5,,,,
cedric_zachery,cedric,zachery,1996,georgia_tech,wr,71.8,176,9,30.5,4.63,,33.5,120,,4.38,11.35
dusty_zeigler,dusty,zeigler,1996,notre_dame,ol,77.5,298,10.38,33.25,5.35,22,25,103,,4.94,
trent_zenkewicz,trent,zenkewicz,1996,michigan,dl,76.5,281,9.5,33,5.26,18,23.5,,,,
clifton_abraham,clifton,abraham,1995,florida_state,lb,68.6,184,8.88,29.25,,,,,,,
derrick_alexander,derrick,alexander,1995,florida_state,dl,76.1,276,10.25,34,,,,,,,
patrice_alexander,patrice,alexander,1995,southwestern_louisiana,lb,72.4,251,,,4.93,24,30.5,114,,4.41,12.41
eric_alford,eric,alford,1995,nebraska,fb_te,72.6,232,9.5,33.25,,,,,,,
kelvin_anderson,kelvin,anderson,1995,southeast_missouri_state,rb,67.6,198,10.13,29.38,4.65,12,37,111,,4.18,11.5
justin_armour,justin,armour,1995,stanford,wr,76.6,221,10.5,32,4.71,,32.5,116,,4.04,11.36
antonio_armstrong,antonio,armstrong,1995,texas_a&m,lb,73.8,234,9.63,30.5,,17,,,,,
jamie_asher,jamie,asher,1995,louisville,fb_te,75.9,243,10,31.75,4.97,20,31.5,113,,4.16,11.91
joe_aska,joe,aska,1995,central_oklahoma,rb,70.5,230,10.13,31.63,4.43,14,34.5,120,,4.31,11.28
todd_baczek,todd,baczek,1995,northwestern,ol,75.3,296,10,33.38,5.35,33,26,98,,5.09,
henry_bailey,henry,bailey,1995,nevada_las_vegas,wr,68,176,9,30.88,4.48,,38.5,130,,4.12,11.56
robert_baldwin,robert,baldwin,1995,duke,rb,70.9,222,9.25,32,4.75,17,31.5,108,,4.6,12.21
michael_barber,michael,barber,1995,clemson,lb,72.8,247,10.75,32,4.88,,30,111,,4.57,12.56
jay_barker,jay,barker,1995,alabama,qb,74.4,212,10,31.63,4.94,,27,105,,4.31,
dave_barr,dave,barr,1995,california,qb,74.9,210,9.75,31.38,,,,,,,
thomas_baskin,thomas,baskin,1995,texas,dl,74,288,9.13,32.25,,22,,,,,
wilky_bazile,wilky,bazile,1995,syracuse,dl,74.8,271,10,34,5.26,20,29.5,106,,4.66,
jeff_beckley,jeff,beckley,1995,boston_college,k_p,73.1,195,9.5,30.38,,,,,,,
john_becksvoort,john,becksvoort,1995,tennessee,k_p,72.1,176,9,31,,,,,,,
lee_becton,lee,becton,1995,notre_dame,rb,71,195,9.38,31.13,,,,,,,
brandon_bennett,brandon,bennett,1995,south_carolina,rb,70.8,201,9.38,31.75,,,,,,,
tony_berti,tony,berti,1995,colorado,ol,77.5,287,10.13,32.13,4.99,31,26.5,108,,4.59,
mark_birchmeier,mark,birchmeier,1995,michigan_state,ol,74.9,295,10,30.13,5.28,32,23.5,94,,4.78,
eric_bjornson,eric,bjornson,1995,washington,fb_te,76.4,215,9.63,31.63,,,,,,,
greg_black,greg,black,1995,north_carolina,dl,75.8,304,10,34,5.62,16,,,,,
tony_boselli,tony,boselli,1995,southern_california,ol,78.9,323,10,33.5,5.23,26,30,102,,4.6,
kevin_bouie,kevin,bouie,1995,mississippi_state,rb,71.9,225,9,31.13,4.73,17,30,113,,4.41,12.32
tony_bouie,tony,bouie,1995,arizona,db,69.6,187,9.38,30.5,4.7,15,32.5,116,,4.32,11.94
stephen_boyd,stephen,boyd,1995,boston_college,lb,72.9,240,8.63,29.5,4.88,26,32,113,,4.12,11.97
norman_bradford,norman,bradford,1995,grambling_state_la,rb,73.5,203,9.75,32,4.75,,32,118,,4.31,11.62
kyle_brady,kyle,brady,1995,penn_state,fb_te,78.4,258,9.5,33.5,4.84,18,35,120,,4.21,11.81
brian_bravy,brian,bravy,1995,georgia_tech,ol,75.6,332,9.5,32.25,5.67,,23.5,94,,4.91,
alundis_brice,alundis,brice,1995,mississippi,lb,70,161,9.25,31.88,,,,,,,
anthony_bridges,anthony,bridges,1995,north_texas,lb,69,181,8.63,30,,,,,,,
blake_brockermeyer,blake,brockermeyer,1995,texas,ol,76.6,305,10.5,33,,18,,,,,
barrett_brooks,barrett,brooks,1995,kansas_state,ol,76.6,305,11,34.5,5.24,20,,,,,
derrick_brooks,derrick,brooks,1995,florida_state,lb,72.3,229,10.75,32.5,4.71,,,,,,
anthony_brown,anthony,brown,1995,utah,ol,77,320,10.38,34.25,5.57,26,28.5,98,,5.13,
jamie_brown,jamie,brown,1995,florida_a&m,ol,79.6,340,10.13,35.75,5.64,25,24.5,101,,5.21,
ken_brown,ken,brown,1995,virginia_tech,lb,73.5,235,9.88,34.13,,13,34.5,115,,,
kendall_brown,kendall,brown,1995,louisville,dl,75.1,267,9.75,33.25,,19,,,,,
lance_brown,lance,brown,1995,indiana,lb,72.8,200,9.38,31.88,,14,,,,,
reuben_brown,reuben,brown,1995,pittsburgh,ol,75.1,304,9.25,34.5,5.48,22,27,106,,4.72,
mark_bruener,mark,bruener,1995,washington,fb_te,76.5,249,9.75,32.5,4.89,22,34,116,,4.19,11.66
jeremy_burkett,jeremy,burkett,1995,colorado_state,fb_te,72.3,225,8.25,30.13,4.63,,33.5,112,,4.21,11.29
devin_bush,devin,bush,1995,florida_state,db,71.4,208,9.63,31.38,,13,,,,,
kevin_carter,kevin,carter,1995,florida,dl,77.6,274,10.63,33.25,,,,,,,
ki-jana_carter,ki-jana,carter,1995,penn_state,rb,70,227,9.38,32,,,,,,,
ontiwaun_carter,ontiwaun,carter,1995,arizona,rb,68.6,183,8.5,30,4.63,19,32,114,,4.44,11.4
stoney_case,stoney,case,1995,new_mexico,qb,74.5,206,9.63,31.38,4.83,,30.5,111,,4.25,
ricky_ceasar,ricky,ceasar,1995,northeastern_oklahoma_a&m,dl,74,252,10.63,32.88,4.92,25,30,109,,,
byron_chamberlain,byron,chamberlain,1995,wayne_state_ne,fb_te,73.3,225,9.5,32,4.72,,33.5,110,,4.18,11.77
ronald_cherry,ronald,cherry,1995,mcneese_state_la,ol,75.4,307,10.88,34.25,5.43,22,28,104,,5.35,
ryan_christopherson,ryan,christopherson,1995,wyoming,fb_te,70.8,243,9.63,30.5,4.7,24,35,119,,4.09,11.35
shannon_clavelle,shannon,clavelle,1995,colorado,dl,74,283,10.25,33.25,,,,,,,
tony_cline,tony,cline,1995,stanford,fb_te,76.6,251,10.13,32.75,4.84,25,36.5,121,,4.25,
mill_coleman,mill,coleman,1995,michigan_state,wr,68,171,10.5,30.13,4.77,,,,,,
gerald_collins,gerald,collins,1995,vanderbilt,lb,73.6,252,10.75,32.88,4.92,19,31.5,111,,4.27,11.6
kerry_collins,kerry,collins,1995,penn_state,qb,77,240,10,32.75,,,,,,,
todd_collins,todd,collins,1995,michigan,qb,76.6,224,9.5,32.5,5.07,,30,111,,4.34,
duane_conway,duane,conway,1995,eastern_illinois,ol,74.5,288,10.13,31.75,5.38,24,26.5,107,,4.77,
anthony_cook,anthony,cook,1995,south_carolina_state,dl,74.8,293,8.25,34.25,,25,,,,,
carlos_cosby,carlos,cosby,1995,jackson_state_ms,ol,73.8,306,9.5,33.5,,26,,,,,
frank_costa,frank,costa,1995,miami_fl,qb,75.3,215,10.25,30.88,5.13,,25,101,,4.66,
damien_covington,damien,covington,1995,north_carolina_state,lb,71.8,236,9.13,32.25,4.96,,32,112,,4.31,12
jamal_cox,jamal,cox,1995,georgia_tech,lb,72.9,239,9.13,32.25,4.9,20,29,109,,,
zack_crockett,zack,crockett,1995,florida_state,fb_te,73.6,244,10.88,31.88,,20,,,,,
ken_dammann,ken,dammann,1995,rutgers,ol,76,292,10.5,32.5,5.43,,29,99,,4.91,
terry_daniel,terry,daniel,1995,auburn,k_p,72.6,239,8.63,31.38,,,,,,,
ed_daniels,ed,daniels,1995,langston_ok,qb,74.1,203,10,33.13,5,,27,110,,4.47,
cedric_davis,cedric,davis,1995,tennessee_state,lb,69.5,170,9.5,31.25,4.44,,32.5,116,,4.42,11.47
michael_davis,michael,davis,1995,mississippi_state,fb_te,71.5,230,10,32.13,4.77,19,30,112,,4.72,12.09
ronald_davis,ronald,davis,1995,tennessee,lb,70,200,9.5,31.5,4.57,,38,123,,4,
terrell_davis,terrell,davis,1995,georgia,rb,71.6,213,9,30.88,4.72,,35,120,,4.41,11.65
tyrone_davis,tyrone,davis,1995,virginia,fb_te,76,234,9,32.75,,,,,,,
terry_dean,terry,dean,1995,florida,qb,73.5,213,10.13,32.88,4.91,,30,111,,4.12,
greg_delong,greg,delong,1995,north_carolina,fb_te,74.5,249,9.88,31.25,4.91,22,26,98,,4.41,12.41
brian_demarco,brian,demarco,1995,michigan_state,ol,77.5,314,11,33.25,5.63,,26.5,103,,4.77,
silas_demary,silas,demary,1995,virginia_state,lb,73.5,247,9.25,32.63,4.95,16,30.5,111,,4.56,12.41
lee_deramus,lee,deramus,1995,wisconsin,wr,72,191,10.13,33.75,,,,,,,
jim_diguilio,jim,diguilio,1995,indiana,k_p,71.1,187,9.63,30.25,,,,,,,
ken_dilger,ken,dilger,1995,illinois,fb_te,76.9,252,10.13,33.25,,17,33.5,112,,4.19,11.5
hugh_douglas,hugh,douglas,1995,central_state_oh,dl,73.6,265,9.88,33,4.76,27,32,113,,4.5,
jamal_duff,jamal,duff,1995,san_diego_state,dl,78.8,259,10.63,34.5,4.91,20,34.5,123,,4.56,
troy_dumas,troy,dumas,1995,nebraska,lb,75.6,234,10.13,33.13,4.92,14,35.5,118,,4.13,12.03
david_dunn,david,dunn,1995,frenso_state_ca,wr,73.6,209,10.75,32.63,,,,,,,
chad_eaton,chad,eaton,1995,washington_state,dl,75.9,292,10.75,33,5.23,24,25.5,98,,4.78,
shayne_edge,shayne,edge,1995,florida,k_p,70.9,175,8.5,30.38,,,,,,,
hicham_el,hicham,el,1995,arizona,ol,74.4,298,9.75,31.13,,31,,,,,
jamal_ellis,jamal,ellis,1995,duke,lb,70.6,192,8.5,30.38,4.66,9,32,,,4.19,
joey_ellis,joey,ellis,1995,texas,lb,67.6,194,9,29.63,,18,,,,,
omar_ellison,omar,ellison,1995,florida_state,wr,72.8,203,9.5,33.13,4.64,,,111,,,
luther_elliss,luther,elliss,1995,utah,dl,76.9,291,10.63,33.88,,,,,,,
josh_evans,josh,evans,1995,alabama-birmingham,dl,73.6,283,9.13,33,5.24,19,26,106,,,
christian_fauria,christian,fauria,1995,colorado,fb_te,76,238,10,32.63,,,,,,,
fritz_fequiere,fritz,fequiere,1995,iowa,ol,74.6,289,10.5,33,5.32,27,,,,,
mark_fields,mark,fields,1995,washington_state,lb,73.9,244,9.5,31.88,4.54,,38,125,,4.41,
stanley_flanders,stanley,flanders,1995,valdosta_state_ga,wr,70.3,167,8.88,29.63,4.86,,30,108,,,
terrell_fletcher,terrell,fletcher,1995,wisconsin,rb,67.6,200,9.25,30,,17,,,,,
lethon_flowers,lethon,flowers,1995,georgia_tech,lb,71.1,204,9.5,30.63,4.81,14,36,124,,4.25,11.65
ray_forsythe,ray,forsythe,1995,central_florida,ol,74.8,314,9.88,32.5,5.28,26,24.5,93,,5.12,
lamont_frazier,lamont,frazier,1995,missouri,fb_te,74.4,245,9.63,33.25,5.04,5,29,102,,4.66,12.55
mike_fredrick,mike,fredrick,1995,virginia,dl,77.1,278,10.25,32.63,5.09,23,29,106,,4.53,
antonio_freeman,antonio,freeman,1995,baltimore_polytechnic,wr,72.6,180,8.38,31.25,,,,,,,
corey_fuller,corey,fuller,1995,florida_state,lb,70.4,197,9.5,31.25,4.56,11,,,,,
kenny_gales,kenny,gales,1995,wisconsin,lb,71,173,9.13,31.75,4.68,19,34,113,,3.99,11.31
joey_galloway,joey,galloway,1995,ohio_state,wr,70.4,188,10.25,30.63,,,,,,,
jerry_garrett,jerry,garrett,1995,wayne_state_ne,wr,70.4,201,8.75,31,4.71,,30,112,,4.25,11.62
shannon_garrett,shannon,garrett,1995,mississippi_college,lb,69.4,185,10.5,32.25,4.77,10,33,115,,4.34,11.75
oliver_gibson,oliver,gibson,1995,notre_dame,dl,74.5,283,10.13,32.63,5.3,19,29.5,105,,4.65,
wesley_goggins,wesley,goggins,1995,jacksonville_state_al,lb,69,179,9,30.38,4.98,12,32.5,107,,4.41,12.44
justin_goheen,justin,goheen,1995,notre_dame,lb,73.8,242,10,30.63,5.01,,29,107,,4.34,
eddie_goines,eddie,goines,1995,north_carolina_state,wr,71.9,183,9.5,31.38,,,,,,,
ken_grace,ken,grace,1995,southern_california,wr,68.9,167,8.63,29.5,4.7,,31,114,,4.15,11.16
scott_gragg,scott,gragg,1995,montana,ol,79.9,316,11,34.25,5.52,23,25.5,104,,5,
hason_graham,hason,graham,1995,georgia,wr,69.8,176,9.25,29.75,4.56,,28,111,,,
roger_graham,roger,graham,1995,new_haven_ct,rb,69.9,213,9.88,30.38,4.81,19,31,116,,4.59,12.43
paul_greeley,paul,greeley,1995,penn_state,ol,74,276,9.25,30.25,5.45,,24.5,97,,4.69,
andrew_greene,andrew,greene,1995,indiana,ol,75,304,10,32.63,,29,27.5,104,,4.91,
tirrell_greene,tirrell,greene,1995,miami_fl,ol,74.9,306,10.88,32.25,5.43,,29,103,,4.91,
carl_greenwood,carl,greenwood,1995,ucla,lb,71,188,10,32.25,,,,,,,
clifton_groce,clifton,groce,1995,texas_a&m,fb_te,69.9,238,9.5,31.88,4.87,17,30.5,109,,4.18,11.84
