,height_inches,weight_lbs,hand_size_inches,arm_length_inches,40_yard_dash,bench_press_reps,vertical_leap_inches,broad_jump_inches,3_cone_drill,20_yard_shuttle,hand_size_inches_missed,arm_length_inches_missed,40_yard_dash_missed,bench_press_reps_missed,vertical_leap_inches_missed,broad_jump_inches_missed,3_cone_drill_missed,20_yard_shuttle_missed,draft_status
631,76.63,308,10.002180000529142,34.0,5.11,19.0,30.5,106.0,7.68,4.68,1,0,0,0,0,0,0,0,1
632,77.25,285,10.5,33.25,4.92,26.0,31.704627587373793,110.6548140796495,7.544994982913617,4.474677991270208,0,0,0,0,1,1,1,1,1
633,77.75,329,9.994676367276028,33.9996785633619,5.34,22.0,24.5,95.87907253060445,7.82,4.94,1,1,0,0,0,1,0,0,0
634,76.0,349,11.0,34.25,5.71,27.384602962399498,20.5,88.61219983145679,8.19,5.03,0,0,0,1,0,1,0,0,1
635,78.0,318,9.995089692750595,34.080223491752484,5.55,19.0,25.0,93.90700015540155,8.24,4.99,1,1,0,0,0,1,0,0,0
636,77.0,323,10.171966565422586,34.0,5.36,21.0,33.0,102.83095832818748,8.17,4.97,1,0,0,0,0,1,0,0,1
637,75.75,271,9.89733994491587,32.99534334223509,4.84,28.0,32.90304248574158,113.08918440611069,7.391295109700632,4.447071980532462,1,1,0,0,1,1,1,1,1
638,75.63,325,9.75,34.0,5.12,27.0,32.5,103.0,7.84,4.9,0,0,0,0,0,0,0,0,1
639,76.38,332,9.997043095511764,33.48088032333008,5.21,29.0,26.0,91.0,8.25,4.97,1,1,0,0,0,0,0,0,0
640,78.0,278,10.0,34.63,4.68,21.0,31.5,111.0,7.21,4.61,0,0,0,0,0,0,0,0,1
641,79.0,305,9.5,34.5,5.42,23.0,27.464958064526616,102.20639311317038,7.915321330180477,4.684993938897467,0,0,0,0,1,1,1,1,1
642,79.5,299,11.13,37.75,4.98,26.0,36.0,112.0,7.69,4.574177032880652,0,0,0,0,0,0,0,1,1
643,76.5,305,10.25,33.0,5.31,26.0,25.5,99.17607825282298,7.62,4.93,0,0,0,0,0,1,0,0,0
644,75.38,273,10.0,32.63,4.65,32.0,33.73603307002636,115.16621954668277,7.257784867742799,4.3483528789662955,0,0,0,0,1,1,1,1,1
645,76.0,281,9.902929247559047,33.843600972947755,4.82,21.0,35.0,117.0,7.25,4.65,1,1,0,0,0,0,0,0,1
646,75.25,297,10.63,33.13,5.21,35.0,26.0,105.0,7.5,4.73,0,0,0,0,0,0,0,0,1
647,74.75,305,10.0,33.0,4.84,30.0,33.5,114.0,7.61,4.71,0,0,0,0,0,0,0,0,1
648,77.13,331,10.035045759054345,33.498909594656936,5.24,27.0,27.5,92.0,7.85,4.93,1,1,0,0,0,0,0,0,1
649,77.38,328,9.75,34.0,5.15,26.968831399403605,27.5,101.0,7.93,4.69,0,0,0,1,0,0,0,0,1
650,77.25,312,9.993710710960897,33.73201684949291,5.37,23.737325349917214,25.0,95.9550091364514,8.15,5.01,1,1,0,1,0,1,0,0,1
651,78.0,311,10.25,33.5,5.36,20.0,21.5,95.02544731420949,7.89,4.87,0,0,0,0,0,1,0,0,0
652,76.5,328,10.03111133815192,33.22852503151309,5.09,39.0,30.0,100.0,8.12,4.71,1,1,0,0,0,0,0,0,1
653,73.25,260,9.723656983582597,32.52686044900225,5.05,26.0,33.0,111.0,7.5,4.74,1,1,0,0,0,0,0,0,1
654,77.75,276,9.944959022499692,34.28503465257529,4.84,24.949727851478592,34.5,125.0,7.38,4.6,1,1,0,1,0,0,0,0,1
655,75.75,266,8.75,32.0,5.0,20.0,28.5,104.0,7.803646698017037,4.68,0,0,0,0,0,0,1,0,0
656,74.63,304,9.80180149919525,32.485147462429794,5.19,26.0,24.0,96.0,7.81,4.66,1,1,0,0,0,0,0,0,1
657,74.88,315,9.5,33.0,5.22,33.0,26.5,101.0,7.56,4.51,0,0,0,0,0,0,0,0,1
658,76.13,295,9.948556362982377,33.36357905478186,5.04,23.0,30.5,114.0,7.32,4.48,1,1,0,0,0,0,0,0,1
659,75.0,268,10.13,33.0,4.96,24.397075711252747,38.0,116.0,7.65,4.69,0,0,0,1,0,0,0,0,0
660,73.75,296,9.757517120558113,32.80530211844434,4.75,25.0,28.5,107.0,7.68,4.55,1,1,0,0,0,0,0,0,1
661,75.0,266,9.78865308336082,32.9725161625656,4.77,25.507675889087878,34.0,112.0,7.12,4.43,1,1,0,1,0,0,0,0,1
662,75.0,294,10.25,33.5,4.87,31.0,33.0,113.0,7.53,4.53,0,0,0,0,0,0,0,0,1
663,75.75,319,10.25,34.0,4.99,25.0,25.0,97.0,7.4,4.6,0,0,0,0,0,0,0,0,1
664,77.0,304,9.869083714648887,33.48186752044427,5.03,26.0,29.0,106.0,7.22,4.59,1,1,0,0,0,0,0,0,1
665,77.0,302,10.0,35.38,5.46,27.0,26.0,99.98854147582266,7.84,4.802876603941581,0,0,0,0,0,1,0,1,0
666,77.25,307,10.5,36.0,5.18,38.0,28.78138430438299,109.20638361001402,7.818378081593066,4.697975915537651,0,0,0,0,1,1,1,1,1
667,75.88,306,9.988712108165371,32.67625997190217,5.25,35.0,29.5,93.0,7.5,4.82,1,1,0,0,0,0,0,0,1
668,73.0,304,9.906706775589498,31.7566124661338,4.97,44.0,30.0,101.0,7.81615114824045,4.68,1,1,0,0,0,0,1,0,1
669,76.0,309,10.0,31.75,5.12,23.0,27.0,99.0,8.024262500960251,4.659156916243392,0,0,0,0,0,0,1,1,0
670,79.25,315,10.13,34.25,5.37,18.0,22.5,97.00045398819836,7.65,4.77,0,0,0,0,0,1,0,0,0
671,75.25,300,9.0,34.0,4.98,26.510130207926515,33.0,98.0,7.56,4.76,0,0,0,1,0,0,0,0,1
672,75.0,310,9.5,33.75,5.34,45.0,28.717279223790044,102.17716208179736,7.87780340796242,4.73007142114791,0,0,0,0,1,1,1,1,1
673,76.75,270,9.818735981947054,33.74519073363666,4.71,19.0,30.5,115.0,7.18,4.67,1,1,0,0,0,0,0,0,1
674,76.5,304,9.860276789163366,33.3563133176731,5.25,24.727053623884792,27.638420166785632,95.0,7.74,4.92,1,1,0,1,1,0,0,0,1
675,73.13,303,9.835597374853746,32.0266149618318,5.12,34.0,28.5,96.0,7.853655074386215,4.669843481197676,1,1,0,0,0,0,1,1,1
676,77.25,320,9.75,33.5,5.76,19.0,23.5,89.3004779947627,8.58,5.38,0,0,0,0,0,1,0,0,0
677,75.0,313,9.885661676895825,32.97039676791566,5.1,30.0,32.0,100.0,7.83,4.64,1,1,0,0,0,0,0,0,0
678,76.63,316,10.043725130413964,33.63,5.21,27.0,29.5,113.0,7.42,4.67,1,0,0,0,0,0,0,0,1
679,76.63,319,10.38,34.13,5.52,19.0,22.5,93.00985021153798,8.24,5.03,0,0,0,0,0,1,0,0,1
680,76.38,252,9.658260741040241,32.968611025053555,4.93,24.0,30.5,109.0,7.48,4.63,1,1,0,0,0,0,0,0,1
681,74.13,285,9.712972015420279,32.75806817823989,5.11,19.0,28.0,100.0,7.81,4.78,1,1,0,0,0,0,0,0,0
682,74.88,300,9.25,32.5,5.03,26.0,34.0,112.0,7.67,4.71,0,0,0,0,0,0,0,0,1
683,75.88,307,10.115060295726398,33.114406916309264,5.03,32.0,35.5,105.0,7.21,4.44,1,1,0,0,0,0,0,0,1
684,75.5,263,9.915485985958057,32.88042500931924,4.73,29.0,37.0,121.0,6.91,4.18,1,1,0,0,0,0,0,0,1
685,76.63,300,9.5,32.25,5.15,27.0,25.0,98.0,7.6,4.62,0,0,0,0,0,0,0,0,1
686,77.5,324,9.916404997452052,32.5,5.31,28.0,26.5,96.12746923696861,7.95,5.25,1,0,0,0,0,1,0,0,0
687,76.0,330,10.092063891689683,33.45210372994294,5.16,31.0,29.0,102.0,7.68,4.78,1,1,0,0,0,0,0,0,1
688,74.75,314,9.924862220665158,32.700164651109645,5.12,34.0,29.0,98.0,7.61,4.73,1,1,0,0,0,0,0,0,1
689,78.0,300,9.934710070918372,33.25,5.52,24.0,26.0,96.40322028081853,7.98,4.99,1,0,0,0,0,1,0,0,0
690,80.13,312,10.072381699407186,33.0,5.06,32.0,33.5,109.0,7.4,4.51,1,0,0,0,0,0,0,0,1
691,75.0,300,9.25,33.38,5.19,24.0,27.0,101.0,7.6,4.69,0,0,0,0,0,0,0,0,1
692,76.75,314,9.981693866845372,33.75,5.18,29.0,27.0,96.0,7.939836870465371,4.7,1,0,0,0,0,0,1,0,1
693,76.0,291,9.833494517701713,33.12190431386895,5.21,25.0,30.0,107.0,7.4,4.68,1,1,0,0,0,0,0,0,0
694,78.13,311,9.5,35.5,5.25,33.0,29.5,114.0,7.52,4.84,0,0,0,0,0,0,0,0,0
695,78.38,307,9.5,33.25,5.42,29.0,29.0,105.0,7.67,4.8,0,0,0,0,0,0,0,0,1
696,74.0,327,10.13,33.5,5.19,27.0,32.0,96.0,7.88,4.87,0,0,0,0,0,0,0,0,1
697,76.63,315,10.077333043436454,34.25,4.81,23.0,34.5,113.0,7.64,4.63,1,0,0,0,0,0,0,0,1
698,74.88,290,9.918716321198165,33.175675711930054,4.83,32.0,33.0,116.0,7.753291731907019,4.77,1,1,0,0,0,0,1,0,1
699,74.5,286,9.90826521585295,33.237732297013345,4.97,23.0,29.5,107.21841535769816,7.699217407436626,4.571325158715634,1,1,0,0,0,1,1,1,1
700,76.5,250,9.815728613414205,33.69111821636804,4.7,23.0,36.5,115.0,7.32,4.62,1,1,0,0,0,0,0,0,0
701,75.63,309,11.0,36.0,5.15,27.422786034751617,37.0,109.0,7.45,4.67,0,0,0,1,0,0,0,0,1
702,78.0,270,10.25,34.75,4.92,20.0,31.837291729090115,112.80422300373095,7.516674751979559,4.458513681173612,0,0,0,0,1,1,1,1,1
703,77.0,292,9.924032052547116,33.69974233389871,5.02,19.0,31.064609875816863,105.74350921073264,7.677084383711604,4.57647198479041,1,1,0,0,1,1,1,1,1
704,80.0,316,10.13,34.5,5.2,29.0,29.5,104.0,7.73,4.87,0,0,0,0,0,0,0,0,1
705,77.0,251,9.888189322501777,33.587018202288355,4.88,25.0,38.0,118.0,7.24,4.56,1,1,0,0,0,0,0,0,1
706,75.13,272,9.742583545055505,32.74026642039608,4.77,18.0,29.5,102.0,7.56,4.51,1,1,0,0,0,0,0,0,1
707,74.0,326,9.992349211962088,33.719889023987136,4.94,24.0,35.5,106.0,8.06,4.9,1,1,0,0,0,0,0,0,0
708,78.0,307,10.031569005352896,34.1283301011527,5.06,27.0,33.5,107.0,7.62,4.77,1,1,0,0,0,0,0,0,0
709,78.75,315,10.056268362171455,34.10041415332747,5.11,27.0,30.0,109.0,7.55,4.57,1,1,0,0,0,0,0,0,0
710,75.5,274,10.25,33.63,5.0,24.0,31.0,110.0,7.6224275011570395,4.457168492165057,0,0,0,0,0,0,1,1,0
711,75.25,285,9.808171809194471,33.46379528872242,5.04,25.571825311844904,31.5,109.0,7.5,4.78,1,1,0,1,0,0,0,0,0
712,79.25,328,10.037381788695281,34.019631009411626,5.16,33.0,27.5,103.0,7.83,4.69,1,1,0,0,0,0,0,0,0
713,75.0,330,10.081676118470767,32.90556548558411,5.48,32.0,28.0,99.0,8.15,4.73,1,1,0,0,0,0,0,0,1
714,76.13,325,10.071612163687655,33.56250710444077,5.29,23.0,30.5,98.0,7.68,4.75,1,1,0,0,0,0,0,0,1
715,76.25,321,10.144559733404606,33.51969281528595,5.26,34.0,35.5,108.0,7.75,4.72,1,1,0,0,0,0,0,0,0
716,78.0,309,9.949619517291667,33.909522659092744,5.14,24.0,28.5,100.0,7.87,4.91,1,1,0,0,0,0,0,0,1
717,73.5,256,9.652011158026447,32.49990951933843,4.65,26.0,31.5,114.0,7.55,4.53,1,1,0,0,0,0,0,0,1
718,76.0,293,9.900632296359653,33.173686025660366,5.05,30.0,29.945136840433094,106.01131034170642,7.698822281658943,4.654660870056383,1,1,0,0,1,1,1,1,0
719,77.13,309,9.800098543601198,33.412632586820905,4.99,26.0,25.0,95.0,8.05,4.8,1,1,0,0,0,0,0,0,0
720,75.25,309,9.967183722124247,34.004425362616075,5.24,23.0,28.0,111.0,7.96,5.04,1,1,0,0,0,0,0,0,1
721,76.5,307,10.059760061636197,33.38941134217579,5.3,29.0,28.79344976723199,102.8237395513587,7.873667800388834,4.7181984794404865,1,1,0,0,1,1,1,1,1
722,73.88,291,9.777724986258791,32.40853560347088,5.09,31.0,29.5,105.0,7.46,4.6,1,1,0,0,0,0,0,0,0
723,74.0,308,9.809893759042115,32.52945056462326,5.51,21.0,25.5,88.0,8.09,4.93,1,1,0,0,0,0,0,0,0
724,76.75,281,9.83698749633601,33.419327740568335,5.0,20.0,30.0,111.0,7.595045370714185,4.529205375611618,1,1,0,0,0,0,1,1,0
725,74.13,261,9.0,31.5,4.84,27.0,33.0,115.0,7.38,4.45,0,0,0,0,0,0,0,0,1
726,77.75,276,9.89497429828226,33.56083920063425,4.9,26.0,31.5,116.0,7.24,4.4,1,1,0,0,0,0,0,0,0
727,73.5,274,9.69084240696739,32.49818708996109,5.0,17.0,29.0,107.0,7.32,4.57,1,1,0,0,0,0,0,0,0
728,77.13,327,10.017839948310119,33.78202407498779,5.48,15.0,25.6535429741701,94.55740520433108,8.184790328048596,4.893130857601912,1,1,0,0,1,1,1,1,1
729,73.0,317,9.860841319661635,32.87702497829075,5.12,26.0,28.331440478045586,100.40711588495785,7.946676579981495,4.780422188999893,1,1,0,0,1,1,1,1,0
730,76.13,337,10.055095071487212,33.385439832276845,5.32,30.0,26.555066299630212,97.73574028516896,8.081027950796706,4.900094428239569,1,1,0,0,1,1,1,1,0
731,75.25,302,9.82234544015068,32.47290116288235,5.2,33.0,29.0,97.0,7.96,4.73,1,1,0,0,0,0,0,0,0
732,74.25,297,9.840725436958653,32.11508965820705,5.39,30.0,28.0,96.0,7.78,4.65,1,1,0,0,0,0,0,0,0
733,77.13,328,9.995542729802297,33.76184304247552,5.57,20.0,26.0,92.0,7.96,4.98,1,1,0,0,0,0,0,0,0
734,76.25,302,9.966791103762183,33.45621628333884,5.01,27.0,31.0,111.0,7.35,4.56,1,1,0,0,0,0,0,0,1
735,74.25,307,9.822333809362828,32.275077390246345,5.42,34.0,25.0,93.0,8.0,4.87,1,1,0,0,0,0,0,0,0
736,75.88,308,9.801056026928418,33.68002408272313,5.5,18.0,22.5,86.0,8.67,5.42,1,1,0,0,0,0,0,0,0
737,77.25,288,10.004801998600179,34.261331188768,4.81,28.0,35.5,119.0,7.7,4.56,1,1,0,0,0,0,0,0,1
738,73.38,298,9.819741079662677,32.60253030014168,5.19,31.0,32.0,105.0,7.68,4.72,1,1,0,0,0,0,0,0,0
739,73.75,309,9.986541200613235,32.84612895582662,5.4,22.0,27.081119678098293,97.94555486617762,8.082334543619954,4.797473039533022,1,1,0,0,1,1,1,1,1
740,75.75,298,9.868826037625695,33.460682594830324,4.99,28.0,25.5,106.0,8.18,4.87,1,1,0,0,0,0,0,0,1
741,74.0,286,9.934238165040156,32.87980791457492,5.36,25.0,30.423807970994446,105.30339574536865,7.763464060423754,4.613043543188168,1,1,0,0,1,1,1,1,0
742,75.88,329,9.931635996836823,34.038568884944965,5.12,27.0,28.0,109.0,7.89,4.97,1,1,0,0,0,0,0,0,0
743,74.88,300,9.851381263070948,32.975776758758045,4.83,34.0,33.0,108.0,7.5,4.55,1,1,0,0,0,0,0,0,1
744,75.0,301,9.722317753392497,32.73960492256154,4.96,24.0,24.5,97.0,7.44,4.73,1,1,0,0,0,0,0,0,1
745,75.5,325,9.913361023271552,33.27424636138731,5.42,24.0,27.0,92.0,7.96,5.07,1,1,0,0,0,0,0,0,0
746,76.13,296,9.810214862707976,33.480632977236034,4.94,26.195511414339528,28.5,102.0,7.64,4.8,1,1,0,1,0,0,0,0,1
747,74.5,256,9.668303530694565,32.45831299304267,5.07,21.0,30.0,107.0,7.56,4.6,1,1,0,0,0,0,0,0,0
748,75.0,295,9.827346847487547,32.84755076135711,5.18,25.0,26.0,100.97449091932492,7.829629101855663,4.703659201561235,1,1,0,0,0,1,1,1,0
749,79.0,356,10.223944383242287,34.4305734472535,5.5,21.0,24.7114103422995,93.07688495495776,8.322742403288462,5.032670258143423,1,1,0,0,1,1,1,1,1
750,78.88,266,10.025676491142598,34.41034455090975,4.69,28.0,38.5,128.0,7.42,4.37,1,1,0,0,0,0,0,0,1
751,76.75,313,9.938300487089005,33.19920880436394,5.48,23.0,25.5,91.0,7.86,4.86,1,1,0,0,0,0,0,0,0
752,73.5,280,9.744517598581288,32.81355825001154,4.83,23.0,33.5,109.0,7.6,4.58,1,1,0,0,0,0,0,0,0
753,75.0,321,9.999381814493695,33.28515015634562,5.21,27.84790982443647,28.0,103.0,7.9,4.78,1,1,0,1,0,0,0,0,1
754,77.38,309,10.064392619743549,33.69852251633979,5.3,21.0,30.0,100.0,7.65,4.84,1,1,0,0,0,0,0,0,1
755,76.25,263,9.821391605237142,33.026341975209334,4.83,24.0,32.5,108.0,7.52,4.47,1,1,0,0,0,0,0,0,1
756,74.63,305,9.909384747261427,32.405541844046766,5.33,23.0,30.5,103.0,7.976397666941367,4.52,1,1,0,0,0,0,1,0,1
757,75.5,332,9.957932195061495,33.335052629504084,5.22,29.0,24.5,90.0,8.216702109093013,4.907169020918003,1,1,0,0,0,0,1,1,0
758,77.38,305,9.909067082025224,33.5062582708397,5.48,19.0,25.332253907405445,96.76831062672449,8.111620749931932,4.850861948073781,1,1,0,0,1,1,1,1,0
759,79.75,332,10.104914753332853,34.560028355802956,5.49,24.0,29.0,95.0,8.18,5.06,1,1,0,0,0,0,0,0,1
760,75.63,301,9.894415388778505,33.06329377642106,5.14,26.0,31.0,99.0,7.69,4.79,1,1,0,0,0,0,0,0,1
761,74.63,298,9.90055866966343,32.6536037694801,5.03,30.0,29.5,103.0,7.52,4.55,1,1,0,0,0,0,0,0,1
762,73.75,306,9.950640511376923,33.23240845821679,5.0,30.19505315804176,33.0,108.14693767610643,7.753375773334581,4.569470192099594,1,1,0,1,0,1,1,1,1
763,74.25,262,9.694782116098903,32.829172028500096,4.81,24.0,32.0,108.0,7.9,4.63,1,1,0,0,0,0,0,0,0
764,75.75,249,9.890051440120528,33.4129535670409,4.78,22.0,38.0,124.0,7.52,4.38,1,1,0,0,0,0,0,0,1
765,76.63,304,9.88517254944011,33.65756344767116,4.99,31.0,28.0,105.0,8.01,4.82,1,1,0,0,0,0,0,0,1
766,75.13,327,9.965513954131142,33.59701665066284,5.44,21.0,28.5,97.0,8.42,5.03,1,1,0,0,0,0,0,0,0
767,73.25,310,9.944592885643114,32.79316983800892,4.95,36.0,32.0,103.0,8.01,4.74,1,1,0,0,0,0,0,0,1
768,77.0,318,9.947206895244197,33.76238861098608,5.08,30.0,30.0,109.0,7.45,4.71,1,1,0,0,0,0,0,0,0
769,76.0,305,9.952084696321958,33.27378729618023,5.07,25.0,30.5,100.0,7.812936083785105,4.631484380543284,1,1,0,0,0,0,1,1,1
770,77.25,309,9.995859320677944,34.02862102074248,5.18,23.0,28.5,110.0,7.86,4.78,1,1,0,0,0,0,0,0,1
771,77.0,272,9.797554288448678,33.08946839060981,4.81,22.0,30.5,105.0,7.4,4.47,1,1,0,0,0,0,0,0,1
772,79.0,306,10.133004330836174,34.07932857890161,4.82,25.0,35.0,110.0,7.06,4.34,1,1,0,0,0,0,0,0,1
773,76.5,309,10.02152376507388,33.49984208320779,5.34,21.0,30.5,103.0,7.81,4.6,1,1,0,0,0,0,0,0,1
774,76.63,306,9.826092747236611,32.81092966959194,5.23,23.0,24.5,90.0,7.59,4.7,1,1,0,0,0,0,0,0,1
775,75.0,263,9.949136424688263,33.306358214407595,4.63,31.0,39.5,121.94246235793146,7.224097098115872,4.3073721415604656,1,1,0,0,0,1,1,1,1
776,73.88,297,9.753301909093905,32.525478675962674,5.08,24.0,28.74856293980335,100.60293719570812,7.811266650882225,4.7149009786056855,1,1,0,0,1,1,1,1,0
777,76.0,303,9.787294752095185,32.55675524382349,5.35,21.0,23.833534408288443,78.0,8.116609327897118,4.8410013049405975,1,1,0,0,1,0,1,1,0
778,78.75,279,9.84020694620277,33.74403838771042,4.9,20.0,31.0,106.0,7.75,4.48,1,1,0,0,0,0,0,0,0
779,72.25,319,9.922896808981069,33.06586951173067,5.03,30.25895678627777,30.0,107.0,8.16,4.75,1,1,0,1,0,0,0,0,1
780,73.5,337,10.06817879789081,33.07637533401672,5.12,33.0,32.0,103.0,7.9,4.69,1,1,0,0,0,0,0,0,1
781,79.63,309,10.003884456749175,34.06559538375983,5.4,19.0,22.0,94.0,7.87,4.88,1,1,0,0,0,0,0,0,1
782,74.5,303,9.809014399216199,32.96275516995773,5.08,17.0,25.5,100.06914958765208,7.944088356319527,4.714052176724913,1,1,0,0,0,1,1,1,1
783,77.0,329,10.083396719682863,33.89515981686371,5.32,26.996019739784124,27.20516115952303,96.95754994469331,8.109523709282545,4.85371214664946,1,1,0,1,1,1,1,1,1
784,75.25,312,9.882083309663454,33.65294802414465,4.92,29.0,30.5,107.0,8.28,4.84,1,1,0,0,0,0,0,0,0
785,77.0,266,9.7949064776597,33.83496972692475,4.86,24.0,30.5,112.0,7.68,4.88,1,1,0,0,0,0,0,0,1
786,73.13,304,9.863295481020941,31.780203967593703,5.19,33.0,31.0,100.0,7.46,4.4,1,1,0,0,0,0,0,0,1
787,74.38,266,9.831148917120252,33.14088270715562,4.53,28.0,35.0,120.0,7.46,4.43,1,1,0,0,0,0,0,0,1
788,77.0,309,9.882205509851374,32.95630138540479,5.09,33.0,24.0,96.0,7.53,4.69,1,1,0,0,0,0,0,0,1
789,76.5,251,9.720456802585744,33.236173733695054,4.63,22.0,31.0,113.0,7.31,4.58,1,1,0,0,0,0,0,0,1
790,72.0,306,9.9012902763026,32.35256050009697,5.22,37.0,30.0,104.0,7.78,5.06,1,1,0,0,0,0,0,0,1
791,76.0,323,10.026488441897873,33.89620996077389,5.29,20.0,28.021677088116967,98.9838929223755,8.063123509965523,4.792450654276453,1,1,0,0,1,1,1,1,1
792,77.38,314,9.981652917689434,33.64585872372897,5.4,24.0,25.5,94.0,8.33,5.02,1,1,0,0,0,0,0,0,1
793,76.63,309,9.90382515344888,32.80901366894628,5.26,22.0,24.5,93.0,7.39,4.5,1,1,0,0,0,0,0,0,1
794,77.13,328,9.989752107112128,33.50443204574816,5.37,29.0,24.0,94.0,7.87,4.89,1,1,0,0,0,0,0,0,1
795,76.38,315,9.918183940994263,33.91769045704659,5.23,15.0,29.5,100.0,7.93,4.93,1,1,0,0,0,0,0,0,0
796,76.75,333,10.120860250544203,33.429219692711555,5.22,39.0,27.70123405479241,98.5250187687484,7.9646375814283425,4.886944374289041,1,1,0,0,1,1,1,1,1
797,74.38,257,9.785418561681448,32.10866719192792,4.79,35.0,33.0,110.0,7.2,4.46,1,1,0,0,0,0,0,0,1
798,75.0,306,9.981421837713691,33.62762974399867,5.09,26.0,34.0,109.0,8.11549144486972,5.07,1,1,0,0,0,0,1,0,0
799,75.75,268,9.907904833278641,33.185695766209065,4.98,24.0,37.5,115.0,7.31,4.41,1,1,0,0,0,0,0,0,0
800,74.0,304,10.038677943598799,33.0358731343887,5.32,29.0,33.0,104.98490743238742,7.94033670460483,4.625729202356339,1,1,0,0,0,1,1,1,1
801,78.0,318,9.925095543981643,33.714496622660675,5.51,18.0,24.5,90.0,7.89,5.03,1,1,0,0,0,0,0,0,0
802,74.5,261,9.75,32.63,4.96,38.0,33.0,112.0,7.23,4.49,0,0,0,0,0,0,0,0,1
803,74.25,308,9.888617331433057,33.157021824023985,5.4,22.0,28.5,99.0,8.15,4.98,1,1,0,0,0,0,0,0,0
804,76.0,310,9.950071433014415,32.8482810430315,5.19,30.0,30.5,99.0,7.56,4.51,1,1,0,0,0,0,0,0,1
805,75.0,275,9.812272614499975,32.945818857454555,5.01,19.0,31.5,107.0,7.4,4.58,1,1,0,0,0,0,0,0,1
806,77.63,309,10.5,35.5,5.21,23.0,26.0,111.0,7.97,4.78,0,0,0,0,0,0,0,0,1
807,76.5,308,10.0,33.25,5.31,33.0,29.0,103.0,7.65,4.82,0,0,0,0,0,0,0,0,1
808,77.0,303,10.25,35.25,5.31,9.0,26.5,109.0,7.65,4.65,0,0,0,0,0,0,0,0,0
809,75.0,323,10.38,34.5,5.31,28.0,23.5,103.0,8.44,5.33,0,0,0,0,0,0,0,0,0
810,76.13,315,10.0,34.25,5.09,24.0,27.5,105.0,7.58,4.52,0,0,0,0,0,0,0,0,1
811,76.13,318,9.25,35.38,5.06,20.0,28.0,111.0,7.75,4.64,0,0,0,0,0,0,0,0,1
812,79.75,290,9.5,35.75,5.11,16.0,29.5,111.0,7.45,4.69,0,0,0,0,0,0,0,0,1
813,78.38,314,11.75,36.25,5.19,24.0,23.0,102.0,7.6,4.82,0,0,0,0,0,0,0,0,1
814,77.38,315,10.13,33.0,5.35,23.0,23.0,106.0,7.47,4.68,0,0,0,0,0,0,0,0,1
815,75.63,305,9.0,33.75,5.36,25.0,21.0,94.0,8.38,5.03,0,0,0,0,0,0,0,0,0
816,73.88,249,9.75,33.13,5.17,20.0,25.5,107.0,7.61,4.73,0,0,0,0,0,0,0,0,0
817,77.0,317,10.13,35.0,5.59,26.0,22.5,97.0,7.71,4.87,0,0,0,0,0,0,0,0,1
818,75.75,308,9.63,35.38,5.18,23.0,24.5,107.0,7.9,4.8,0,0,0,0,0,0,0,0,1
819,73.38,265,9.5,32.75,4.98,23.0,30.707676955493703,108.0,7.6747737955935325,4.494885651772705,0,0,0,0,1,0,1,1,0
820,76.0,292,8.75,33.25,5.27,21.0,26.0,111.0,7.58,4.67,0,0,0,0,0,0,0,0,0
821,75.63,296,9.25,34.0,5.45,22.601302380190425,25.0,99.0,7.62,4.75,0,0,0,1,0,0,0,0,1
822,76.75,327,9.63,36.75,5.63,27.0,24.5,101.0,8.36,5.18,0,0,0,0,0,0,0,0,0
823,80.5,310,10.0,35.5,5.29,21.0,27.940126102650712,101.24292707232193,7.949970698429775,4.77598008514571,0,0,0,0,1,1,1,1,1
824,76.25,263,9.5,32.75,4.79,22.072622582194562,27.0,109.0,7.64,4.65,0,0,0,1,0,0,0,0,1
825,72.5,309,9.0,33.0,5.31,34.0,26.5,105.0,7.78,4.73,0,0,0,0,0,0,0,0,1
826,75.63,315,10.38,35.13,5.55,22.0,23.0,98.0,8.08,4.84,0,0,0,0,0,0,0,0,0
827,74.13,256,8.75,33.0,5.0,29.0,28.0,105.0,7.28,4.49,0,0,0,0,0,0,0,0,0
828,75.0,266,10.0,34.0,4.68,37.0,35.5,125.0,7.12,4.4,0,0,0,0,0,0,0,0,1
829,79.13,303,10.13,33.25,5.24,23.0,22.5,108.0,7.56,4.63,0,0,0,0,0,0,0,0,1
830,75.5,305,9.75,33.75,5.3,31.0,27.0,110.0,7.21,4.64,0,0,0,0,0,0,0,0,1
831,74.25,268,9.13,33.75,4.99,19.0,30.70732152169777,110.50715713506854,7.635825198401729,4.461194260638036,0,0,0,0,1,1,1,1,0
832,76.75,305,10.0,32.0,5.35,30.0,26.0,108.0,8.03,4.82,0,0,0,0,0,0,0,0,1
833,75.38,303,9.75,34.88,5.39,26.0,27.667344283227415,98.40452413551218,7.9966317150609925,4.770738093175401,0,0,0,0,1,1,1,1,1
834,77.75,314,10.0,34.0,5.3,25.0,26.0,100.0,7.69,4.75,0,0,0,0,0,0,0,0,1
835,76.38,264,9.75,33.0,4.88,21.0,33.411825556853266,117.0,7.439050353262173,4.3368834129291365,0,0,0,0,1,0,1,1,1
836,74.75,317,9.38,34.38,5.08,26.0,28.211491326173746,100.72016376405222,7.933893135940422,4.741730636138861,0,0,0,0,1,1,1,1,1
837,76.63,271,9.38,35.5,4.89,31.0,28.5,113.0,7.27,4.36,0,0,0,0,0,0,0,0,1
